"","building_code","city_code","season","ground_max","roof_max","gr","sqrtgr","logground","measurement.x","wind_avg","measurement.y","temp_avg","City","Province","Type","Bld_Type","Name","Roof_Type","Slope","Size","Eave_Height","Material","Exposure","Heated","Insulated","Parapet","order","lat","long","roofflat","winter_wind","measurement","above_freeze","residual"
"1","avqc01","avqc",4,25.34132543,4.492527734,0.177280693009119,0.421047138701973,3.23243647936566,"wind",18.5084538283529,"temp",20.7576657716452,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.8,"temp",0.032258064516129,-0.127586981270315
"2","avqc01","avqc",5,24.11736692,7.342575934,0.304451806797821,0.551771516841728,3.18293220006248,"wind",14.0164951015467,"temp",9.703845915625,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.765957446808511,"temp",0.0625,-0.00333160676624542
"3","avqc01","avqc",6,13.44456634,10.52685655,0.782982231169533,0.88486283183866,2.59857503483099,"wind",14.0210636346,"temp",3.05407847904,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.744186046511628,"temp",0,0.253398458665472
"4","avqc01","avqc",7,22.02993385,2.566140983,0.116484280001594,0.341297934364675,3.09240215808618,"wind",15.7515299400215,"temp",9.34008722093056,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.898305084745763,"temp",0.0833333333333333,-0.225635260884092
"5","avqc01","avqc",8,21.84989429,11.27079693,0.515828442024009,0.718211975689635,3.08419608354363,"wind",14.0871033097714,"temp",7.3515548165443,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.869565217391304,"temp",0.0126582278481013,0.150206446355862
"6","avqc01","avqc",9,6.024096386,1.059982095,0.175957027756627,0.419472320608437,1.79576749070159,"wind",14.5099024186891,"temp",12.5983189560918,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.773584905660377,"temp",0.102040816326531,-0.316899446325926
"7","avqc01","avqc",10,36.99539759,5.648404776,0.152678580146596,0.390741065344553,3.61079351544775,"wind",13.4968639918,"temp",14.8443939847474,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.805555555555556,"temp",0.0842105263157895,-0.108451004840305
"8","avqc01","avqc",11,40.31948633,7.459460302,0.185008812883852,0.430126507999509,3.69683488385061,"wind",13.89653417688,"temp",11.6416490154429,"Arvida","QC","A",1,"Building 60","Flat",0,48490,34,NA,2,1,1,0,47,48.4,-71.1,1,0.916666666666667,"temp",0.0714285714285714,-0.0578220508596326
"9","clab01","clab",2,19.33096999,10.46796528,0.541512675536464,0.735875448385435,2.96170847250961,"wind",19.0471215163281,"temp",17.9001894665333,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,0.973684210526316,"temp",0.2,0.151863771456789
"10","clab01","clab",5,15.02746649,8.086658087,0.538125178477773,0.733570159206175,2.70987962601687,"wind",18.3083287937956,"temp",15.8792325789101,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,1,"temp",0.0786516853932584,0.116650585294466
"11","clab01","clab",6,15.32579091,4.058149058,0.264792145595049,0.514579581401215,2.72953708962597,"wind",16.9642532725913,"temp",4.51390770317273,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,0.96969696969697,"temp",0.0272727272727273,-0.099771240771343
"12","clab01","clab",7,22.48333333,5.75,0.255744996331467,0.505712365215116,3.1127742938374,"wind",17.7413725240588,"temp",6.71750404158904,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,0.985294117647059,"temp",0.0273972602739726,-0.0585586880512588
"13","clab01","clab",8,11.92762807,3.433794158,0.287885750448287,0.536549858306091,2.4788573957221,"wind",20.0100626977551,"temp",9.65571658503448,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,0.973333333333333,"temp",0.0344827586206897,-0.110558694593602
"14","clab01","clab",9,39.45296721,10.52989961,0.266897532800297,0.51662126630666,3.67510925891209,"wind",17.4555857298182,"temp",-2.22577362660656,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,0.890909090909091,"temp",0,0.025833697392368
"15","clab01","clab",10,33.27731844,15.02837989,0.451610303789851,0.672019570987223,3.50487603698546,"wind",27.5799786334524,"temp",5.63433379316092,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,1,"temp",0.0459770114942529,0.15898666597154
"16","clab01","clab",11,29.42386831,11.67352538,0.396736596867946,0.62987030162403,3.3818061922538,"wind",27.69970166,"temp",3.30010885181633,"Cold Lake","AB","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,71,54.5,-110.2,1,1,"temp",0,0.100755165249408
"17","clab03","clab",2,18.83610921,4.053012396,0.215172483383579,0.463866881102304,2.93577573030462,"wind",19.0471215163281,"temp",17.9001894665333,"Cold Lake","AB","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,73,54.5,-110.2,1,0.973684210526316,"temp",0.2,-0.123533573644513
"18","clab03","clab",5,15.78220544,7.712254707,0.488667742687805,0.69904773992039,2.75888306737567,"wind",18.3083287937956,"temp",15.8792325789101,"Cold Lake","AB","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,73,54.5,-110.2,1,1,"temp",0.0786516853932584,0.0885317223228607
"19","clab03","clab",6,14.53593128,3.704169286,0.254828480862218,0.504805389097837,2.67662360350977,"wind",16.9642532725913,"temp",4.51390770317273,"Cold Lake","AB","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,73,54.5,-110.2,1,0.972972972972973,"temp",0.0272727272727273,-0.116459937010142
"20","clab03","clab",7,20,5.384615385,0.26923076925,0.518874521681302,2.99573227355399,"wind",17.7413725240588,"temp",6.71750404158904,"Cold Lake","AB","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,73,54.5,-110.2,1,0.985294117647059,"temp",0.0273972602739726,-0.06069107309538
"21","clab03","clab",8,12.81755451,10.83461607,0.845295103800577,0.919399316837127,2.55081567744608,"wind",20.0100626977551,"temp",9.65571658503448,"Cold Lake","AB","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,73,54.5,-110.2,1,0.972222222222222,"temp",0.0344827586206897,0.28169395882567
"22","clab04","clab",2,16.45058249,8.627095464,0.524424923509198,0.724171888096464,2.80036088631091,"wind",19.0471215163281,"temp",17.9001894665333,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,0.973684210526316,"temp",0.2,0.119076011247753
"23","clab04","clab",5,17.63166088,6.943652797,0.393817283820173,0.62754863064162,2.8696961995732,"wind",18.3083287937956,"temp",15.8792325789101,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,1,"temp",0.0786516853932584,0.0315131905852034
"24","clab04","clab",6,16.26572168,3.522126778,0.216536766538354,0.465335112084134,2.78905992906088,"wind",16.9642532725913,"temp",4.51390770317273,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,0.974683544303797,"temp",0.0272727272727273,-0.141237524644049
"25","clab04","clab",7,19.38746439,7.248251748,0.37386280135419,0.611443211880048,2.96462669175049,"wind",17.7413725240588,"temp",6.71750404158904,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,0.985294117647059,"temp",0.0273972602739726,0.0278128751333973
"26","clab04","clab",8,12.79991462,4.176732544,0.326309406585714,0.571234983685098,2.54943850059082,"wind",20.0100626977551,"temp",9.65571658503448,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,0.973333333333333,"temp",0.0344827586206897,-0.0666503378004069
"27","clab04","clab",9,31.4758082,11.32306357,0.359738612525921,0.599782137551562,3.44921925712259,"wind",17.4555857298182,"temp",-2.22577362660656,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,0.894736842105263,"temp",0,0.0794762469202741
"28","clab04","clab",10,31.50927374,16.72625698,0.53083600460034,0.728584933003929,3.45028190694755,"wind",27.5799786334524,"temp",5.63433379316092,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,1,"temp",0.0459770114942529,0.208417904824087
"29","clab04","clab",11,26.81319641,14.0485307,0.523940916449655,0.723837631274898,3.28889416968427,"wind",27.69970166,"temp",3.30010885181633,"Cold Lake","AB","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,74,54.5,-110.2,1,1,"temp",0,0.182581156408721
"30","cxbc03","cxbc",3,15.84179735,8.192525176,0.517146192126994,0.719128772979495,2.76265184901481,"wind",14.5546345480877,"temp",39.971340740625,"Comox","BC","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,67,49.7,-124.9,1,0.727272727272727,"temp",0.90625,0.109105243354093
"31","cxbc03","cxbc",9,24.03287671,5.570378383,0.231781590286367,0.481437005522392,3.17942275585839,"wind",17.717831449,"temp",37.7538726517647,"Comox","BC","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,67,49.7,-124.9,1,0.775,"temp",0.823529411764706,-0.0741247169710705
"32","cxbc03","cxbc",10,12.45352427,8.222126378,0.660224864844624,0.81254222342265,2.52200365674844,"wind",41.1728826635938,"temp",37.8962868345652,"Comox","BC","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,67,49.7,-124.9,1,1,"temp",0.869565217391304,0.171071836018427
"33","cxbc03","cxbc",11,3.749404154,0.408580184,0.10897203054627,0.330109119150426,1.32159693509094,"wind",39.3183902028261,"temp",39.9097085675,"Comox","BC","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,67,49.7,-124.9,1,1,"temp",1,-0.468225191049953
"34","cxbc04","cxbc",3,8.686466236,5.479720648,0.630834277037763,0.794250764581164,2.16176620939325,"wind",14.5546345480877,"temp",39.971340740625,"Comox","BC","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,68,49.7,-124.9,1,0.571428571428571,"temp",0.90625,0.105706116336261
"35","cxbc04","cxbc",9,26.6383483,6.68317104,0.250885338863146,0.50088455642308,3.28235184299931,"wind",17.717831449,"temp",37.7538726517647,"Comox","BC","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,68,49.7,-124.9,1,0.763157894736842,"temp",0.823529411764706,-0.0412268412034415
"36","cxbc04","cxbc",10,12.33181384,10.80420911,0.876124895346296,0.936015435420963,2.51218241422394,"wind",41.1728826635938,"temp",37.8962868345652,"Comox","BC","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,68,49.7,-124.9,1,1,"temp",0.869565217391304,0.293261650813666
"37","cxbc04","cxbc",11,4.13319714,2.299489275,0.556346382016513,0.74588630636077,1.41905123340002,"wind",39.3183902028261,"temp",39.9097085675,"Comox","BC","C",4,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,68,49.7,-124.9,1,1,"temp",1,-0.0397131005353345
"38","dvon01","dvon",3,3.12971115,3.793041066,1.21194605003724,1.10088421282042,1.14094071594855,"wind",18.7122454827759,"temp",24.9071314754756,"Downsview","ON","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,81,43.7,-79.5,1,1,"temp",0.207317073170732,0.278942534633075
"39","dvon01","dvon",8,16.63636364,6.136363636,0.368852458913912,0.607332247549817,2.81159088026163,"wind",21.9786655373913,"temp",23.1421472236,"Downsview","ON","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,81,43.7,-79.5,1,1,"temp",0.166666666666667,0.00370385740565696
"40","dvon01","dvon",11,7.316065294,7.63131859,1.04309055254859,1.02131804671639,1.9900726553111,"wind",17.7400341562313,"temp",27.2052227541354,"Downsview","ON","C",1,"US Depot","Flat",0,22752,22,NA,2,0,0,0,81,43.7,-79.5,1,1,"temp",0.385416666666667,0.310337232523542
"41","dvon02","dvon",3,5.504135911,2.488939561,0.452194422747785,0.672454030211572,1.70549979345844,"wind",18.7122454827759,"temp",24.9071314754756,"Downsview","ON","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,82,43.7,-79.5,1,1,"temp",0.207317073170732,-0.0757135262963329
"42","dvon02","dvon",8,16.54618474,5.9437751,0.359223300923932,0.599352401283195,2.80615554594197,"wind",21.9786655373913,"temp",23.1421472236,"Downsview","ON","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,82,43.7,-79.5,1,1,"temp",0.166666666666667,-0.00498625467979714
"43","dvon02","dvon",11,11.28238278,5.584837485,0.495005141546882,0.703566017902287,2.42324246312372,"wind",17.7400341562313,"temp",27.2052227541354,"Downsview","ON","C",3,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,82,43.7,-79.5,1,1,"temp",0.385416666666667,0.0491899478052733
"44","edab01","edab",3,12.96213283,2.701140447,0.20838703648742,0.456494289654778,2.56203224759999,"wind",14.0610882545063,"temp",11.0789720991216,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.804878048780488,"temp",0.0675675675675676,-0.179745335815436
"45","edab01","edab",4,12.78983646,3.076093368,0.240510766312019,0.4904189701796,2.54865082895701,"wind",21.4547438212923,"temp",17.538624364956,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.982758620689655,"temp",0.0879120879120879,-0.147569280804821
"46","edab01","edab",5,11.86415821,2.646688815,0.223082731041902,0.472316346363221,2.47352194004678,"wind",15.5290700643306,"temp",20.7737196856222,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.886075949367089,"temp",0.177777777777778,-0.175489420649019
"47","edab01","edab",6,28.44162817,2.489104976,0.0875162617668101,0.295831475280792,3.34785385259313,"wind",11.0644536142867,"temp",16.1204612755872,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.483516483516484,"temp",0.220183486238532,-0.237720404983372
"48","edab01","edab",7,6.417632747,2.586474378,0.40302623723819,0.634843474596841,1.859049318707,"wind",16.1740873793271,"temp",18.9874986300899,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.911111111111111,"temp",0.235955056179775,-0.093258898636583
"49","edab01","edab",8,6.656792183,5.346776737,0.803206197521759,0.896217717701318,1.89563771431545,"wind",20.4405874673934,"temp",12.8820983423812,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.990566037735849,"temp",0.104972375690608,0.172896556669067
"50","edab01","edab",9,23.52236245,3.58907928,0.152581582212632,0.390616925148709,3.15795156228896,"wind",16.5026464190534,"temp",14.2754143151188,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.918604651162791,"temp",0.178217821782178,-0.1677505594166
"51","edab01","edab",10,20.05926301,6.377194639,0.317917693976136,0.563841905126017,2.99869104257673,"wind",18.4796112213491,"temp",8.46438484069325,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.909836065573771,"temp",0.0674846625766871,-0.0153370505997662
"52","edab01","edab",11,12.65897663,2.942685513,0.232458404735992,0.482139403840831,2.5383665785356,"wind",15.9847239681009,"temp",13.0739415179048,"Edmonton ","AB","A",1,"Administration Building","Flat",0,3404,60,NA,2,1,1,0,15,53.5,-113.5,1,0.921875,"temp",0.0476190476190476,-0.157192748202301
"53","edab02","edab",3,12.75215288,5.582010879,0.437730862508292,0.661612320402433,2.54570011068365,"wind",14.0610882545063,"temp",11.0789720991216,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.804878048780488,"temp",0.0675675675675676,0.0232384824039828
"54","edab02","edab",4,9.67706422,2.044824826,0.211306319717696,0.459680671464111,2.26975857223103,"wind",21.4547438212923,"temp",17.538624364956,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.985507246376812,"temp",0.0879120879120879,-0.214752005095587
"55","edab02","edab",5,12.19909502,3.36929435,0.27619215560467,0.525539870613706,2.50136177029931,"wind",15.5290700643306,"temp",20.7737196856222,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.888888888888889,"temp",0.177777777777778,-0.118627908619392
"56","edab02","edab",6,26.74470783,5.349222878,0.200010518417393,0.447225355293495,3.28633661563863,"wind",11.0644536142867,"temp",16.1204612755872,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.447368421052632,"temp",0.220183486238532,-0.0943653295976039
"57","edab02","edab",7,7.06051429,3.88927361,0.550848486420952,0.742191677682357,1.9545178944611,"wind",16.1740873793271,"temp",18.9874986300899,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.945454545454545,"temp",0.235955056179775,0.0265647221772451
"58","edab02","edab",8,28.23275828,23.94084034,0.847980919985406,0.920858794813519,3.34048294489581,"wind",20.4405874673934,"temp",12.8820983423812,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.990384615384615,"temp",0.104972375690608,0.386343716430659
"59","edab02","edab",9,22.6960275,9.252147401,0.407654925559109,0.638478602271924,3.12218990917307,"wind",16.5026464190534,"temp",14.2754143151188,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.917647058823529,"temp",0.178217821782178,0.0754379406140312
"60","edab02","edab",10,20.97428366,4.648649601,0.221635679022756,0.470781986722895,3.04329709968426,"wind",18.4796112213491,"temp",8.46438484069325,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.910714285714286,"temp",0.0674846625766871,-0.102568043712721
"61","edab02","edab",11,12.01814059,3.572357905,0.29724713887708,0.545203759045258,2.48641722412922,"wind",15.9847239681009,"temp",13.0739415179048,"Edmonton ","AB","A",2,"Mining Store Shed","Gable",21,368,7,NA,0,0,0,0,16,53.5,-113.5,0,0.921875,"temp",0.0476190476190476,-0.100916908400105
"62","edab03","edab",11,20.66726354,6.85684295,0.331773141457701,0.575997518621131,3.02855097692768,"wind",15.9847239681009,"temp",13.0739415179048,"Edmonton ","AB","C",NA,"ME Garage","Flat",0,26112,21,NA,2,0,0,0,16.25,53.5,-113.5,1,0.925373134328358,"temp",0.0476190476190476,0.000720529080824096
"63","edab04","edab",11,19.7678703,12.127105,0.613475544707515,0.783246796806418,2.98405790755592,"wind",15.9847239681009,"temp",13.0739415179048,"Edmonton ","AB","C",NA,"Cant Hangar","Flat",0,127563,53,NA,2,0,0,0,16.75,53.5,-113.5,1,0.926470588235294,"temp",0.0476190476190476,0.20215564672121
"64","fcmb01","fcmb",2,32.60599624,2.200164778,0.067477305763193,0.259763942384606,3.48449620520126,"wind",24.090047578189,"temp",0.474939337065359,"Fort Churchill","MB","A",1,"G-22","Gable",17,192,8,NA,NA,1,1,0,24,58.8,-94.1,0,0.990566037735849,"temp",0.0392156862745098,-0.255932110297545
"65","fcmb01","fcmb",3,31.16613552,1.64334338,0.0527284936865345,0.229626857502633,3.43933210534228,"wind",48.4838618188772,"temp",-3.6966052417076,"Fort Churchill","MB","A",1,"G-22","Gable",17,192,8,NA,NA,1,1,0,24,58.8,-94.1,0,1,"temp",0,-0.291971043066253
"66","fcmb01","fcmb",4,33.35407606,2.970818199,0.0890691198777581,0.298444500498431,3.50717998558295,"wind",22.7941294014512,"temp",-2.88190358763265,"Fort Churchill","MB","A",1,"G-22","Gable",17,192,8,NA,NA,1,1,0,24,58.8,-94.1,0,0.956043956043956,"temp",0,-0.214287334547879
"67","fcmb01","fcmb",5,35.07236287,4.380962599,0.124912102878228,0.353429063431728,3.55741343770223,"wind",30.6625953897917,"temp",2.61595529083772,"Fort Churchill","MB","A",1,"G-22","Gable",17,192,8,NA,NA,1,1,0,24,58.8,-94.1,0,1,"temp",0.043859649122807,-0.152738482850735
"68","fcmb01","fcmb",6,35.44111286,12.64280435,0.356727070053974,0.597266330922792,3.56787252648541,"wind",16.20711537265,"temp",-0.821701662915888,"Fort Churchill","MB","A",1,"G-22","Gable",17,192,8,NA,NA,1,1,0,24,58.8,-94.1,0,0.855855855855856,"temp",0.0186915887850467,0.0924655328147614
"69","fcmb02","fcmb",2,29.81150929,0,0,0,3.3948945367337,"wind",24.090047578189,"temp",0.474939337065359,"Fort Churchill","MB","A",2,"F-2","Flat",0,15675,57,NA,NA,1,1,0,25,58.8,-94.1,1,0.990909090909091,"temp",0.0392156862745098,-0.527404808515752
"70","fcmb02","fcmb",3,31.61170276,0,0,0,3.45352739254008,"wind",48.4838618188772,"temp",-3.6966052417076,"Fort Churchill","MB","A",2,"F-2","Flat",0,15675,57,NA,NA,1,1,0,25,58.8,-94.1,1,1,"temp",0,-0.51974292225621
"71","fcmb02","fcmb",4,33.73846684,0,0,0,3.51863863565858,"wind",22.7941294014512,"temp",-2.88190358763265,"Fort Churchill","MB","A",2,"F-2","Flat",0,15675,57,NA,NA,1,1,0,25,58.8,-94.1,1,0.956989247311828,"temp",0,-0.511234468555118
"72","fcmb02","fcmb",5,35.32803729,0,0,0,3.56467690619076,"wind",30.6625953897917,"temp",2.61595529083772,"Fort Churchill","MB","A",2,"F-2","Flat",0,15675,57,NA,NA,1,1,0,25,58.8,-94.1,1,1,"temp",0.043859649122807,-0.505218387851691
"73","fcmb02","fcmb",6,36.36363636,0,0,0,3.59356927420961,"wind",16.20711537265,"temp",-0.821701662915888,"Fort Churchill","MB","A",2,"F-2","Flat",0,15675,57,NA,NA,1,1,0,25,58.8,-94.1,1,0.863636363636364,"temp",0.0186915887850467,-0.501442859020888
"74","fcmb03","fcmb",3,30.96223223,8.685567536,0.280521361363098,0.529642673283695,3.43276814657461,"wind",48.4838618188772,"temp",-3.6966052417076,"Fort Churchill","MB","A",3,"J-54","Flat",0,15675,57,NA,NA,1,1,0,26,58.8,-94.1,1,1,"temp",0,0.0071870231680993
"75","fcmb03","fcmb",4,33.82844423,10.57025645,0.31246652604337,0.558987053556136,3.52130199385456,"wind",22.7941294014512,"temp",-2.88190358763265,"Fort Churchill","MB","A",3,"J-54","Flat",0,15675,57,NA,NA,1,1,0,26,58.8,-94.1,1,0.956521739130435,"temp",0,0.0481006210515461
"76","fcmb03","fcmb",5,34.75485459,24.23619834,0.697347136850731,0.835073132636137,3.54831926268526,"wind",30.6625953897917,"temp",2.61595529083772,"Fort Churchill","MB","A",3,"J-54","Flat",0,15675,57,NA,NA,1,1,0,26,58.8,-94.1,1,1,"temp",0.043859649122807,0.327717199166216
"77","fcmb03","fcmb",6,35.85698585,19.97527189,0.557081735022633,0.746379082653468,3.57953841138163,"wind",16.20711537265,"temp",-0.821701662915888,"Fort Churchill","MB","A",3,"J-54","Flat",0,15675,57,NA,NA,1,1,0,26,58.8,-94.1,1,0.853211009174312,"temp",0.0186915887850467,0.243102731580509
"78","fcmb04","fcmb",3,32.11441761,22.5035462,0.700730322227382,0.837096363764281,3.46930507602874,"wind",48.4838618188772,"temp",-3.6966052417076,"Fort Churchill","MB","A",4,"J-165","Flat",0,15675,57,NA,NA,1,1,0,27,58.8,-94.1,1,1,"temp",0,0.31941520047694
"79","fcmb04","fcmb",4,34.06014749,18.69713689,0.548944683680229,0.740908012968026,3.52812800552464,"wind",22.7941294014512,"temp",-2.88190358763265,"Fort Churchill","MB","A",4,"J-165","Flat",0,15675,57,NA,NA,1,1,0,27,58.8,-94.1,1,0.956043956043956,"temp",0,0.230913573942231
"80","fcmb04","fcmb",5,35.02867829,22.687637,0.64768749800294,0.804790344128792,3.5561671056954,"wind",30.6625953897917,"temp",2.61595529083772,"Fort Churchill","MB","A",4,"J-165","Flat",0,15675,57,NA,NA,1,1,0,27,58.8,-94.1,1,1,"temp",0.043859649122807,0.298459932607265
"81","fcmb04","fcmb",6,37.27678571,41.47328825,1.11257683461893,1.0547875779601,3.61837076587489,"wind",16.20711537265,"temp",-0.821701662915888,"Fort Churchill","MB","A",4,"J-165","Flat",0,15675,57,NA,NA,1,1,0,27,58.8,-94.1,1,0.857142857142857,"temp",0.0186915887850467,0.556585669863278
"82","fcmb05","fcmb",3,31.84726127,5.609932703,0.176151181586359,0.41970368307457,3.46095138993791,"wind",48.4838618188772,"temp",-3.6966052417076,"Fort Churchill","MB","A",5,"E-31","Flat",0,6000,20,NA,NA,1,1,0,28,58.8,-94.1,1,1,"temp",0,-0.0990691035320783
