"date","value","measurement","city_code","mma","building_code"
"1966-11-19",5.40081907821755,"ground","ot",NA,"oton"
"1966-11-23",5.20998564572959,"ground","ot",NA,"oton"
"1966-11-27",4.83790610630928,"ground","ot",NA,"oton"
"1966-12-01",4.82626435384888,"ground","ot",NA,"oton"
"1966-12-04",4.18528315955916,"ground","ot",NA,"oton"
"1966-12-08",4.06407197217746,"ground","ot",NA,"oton"
"1966-12-10",4.25924252813105,"ground","ot",NA,"oton"
"1966-12-14",4.38593218725883,"ground","ot",NA,"oton"
"1966-12-17",4.24212230392459,"ground","ot",NA,"oton"
"1966-12-21",4.557682276498,"ground","ot",NA,"oton"
"1966-12-22",5.58229345480599,"ground","ot",NA,"oton"
"1966-12-28",5.84046643583935,"ground","ot",NA,"oton"
"1966-12-31",8.93671605099095,"ground","ot",NA,"oton"
"1967-01-05",15.5147627304236,"ground","ot",NA,"oton"
"1967-01-09",13.7272743614759,"ground","ot",NA,"oton"
"1967-01-13",17.6410945768655,"ground","ot",NA,"oton"
"1967-01-16",17.1802181412277,"ground","ot",NA,"oton"
"1967-01-20",17.7129995185326,"ground","ot",NA,"oton"
"1967-01-24",18.949353629826,"ground","ot",NA,"oton"
"1967-01-28",21.7603574827325,"ground","ot",NA,"oton"
"1967-01-31",23.7187741701574,"ground","ot",NA,"oton"
"1967-02-02",24.7274977804018,"ground","ot",NA,"oton"
"1967-02-07",25.2602791577068,"ground","ot",NA,"oton"
"1967-02-11",24.8886561575986,"ground","ot",NA,"oton"
"1967-02-12",24.3398959043677,"ground","ot",NA,"oton"
"1967-02-16",22.795788642739,"ground","ot",NA,"oton"
"1967-02-19",26.3131729464038,"ground","ot",NA,"oton"
"1967-02-20",28.1159325553436,"ground","ot",NA,"oton"
"1967-02-24",29.5533465797177,"ground","ot",NA,"oton"
"1967-02-28",31.1708653627437,"ground","ot",NA,"oton"
"1967-03-02",32.2487546787822,"ground","ot",NA,"oton"
"1967-03-06",33.6500107896322,"ground","ot",NA,"oton"
"1967-03-11",32.2939520706872,"ground","ot",NA,"oton"
"1967-03-14",30.3196478151987,"ground","ot",NA,"oton"
"1967-03-18",27.6673826811345,"ground","ot",NA,"oton"
