"date","value","measurement","city_code","mma","building_code"
"1966/01/21",1.51016942879086,"roof","ki","min","kion"
"1966/01/23",3.53827184483985,"roof","ki","min","kion"
"1966/01/26",2.83848744783425,"roof","ki","min","kion"
"1966/01/29",2.91228289333665,"roof","ki","min","kion"
"1966/02/01",3.36027214094699,"roof","ki","min","kion"
"1966/02/04",3.30403492213307,"roof","ki","min","kion"
"1966/02/07",2.2693718827786,"roof","ki","min","kion"
"1966/02/10",1.76113756026243,"roof","ki","min","kion"
"1966/02/13",0.775077728118134,"roof","ki","min","kion"
"1966/02/16",0.0139031544661208,"roof","ki","min","kion"
"1966/02/19",0.0876985999685331,"roof","ki","min","kion"
"1966/02/21",0.0800645883648343,"roof","ki","min","kion"
"1966/02/24",0.0724305767611355,"roof","ki","min","kion"
"1966/02/27",0.105511293710506,"roof","ki","min","kion"
"1966/03/01",-0.266646771969761,"roof","ki","min","kion"
