"date","value","measurement","city_code","mma","building_code"
"1967/01/07",0.95831758519796,"roof","np","min","nppe"
"1967/01/10",2.87639490946307,"roof","np","min","nppe"
"1967/01/14",2.08307082038887,"roof","np","min","nppe"
"1967/01/17",0.776495262770169,"roof","np","min","nppe"
"1967/01/19",0.713563471402551,"roof","np","min","nppe"
"1967/02/01",0.177994363580211,"roof","np","min","nppe"
"1967/02/04",0.340156554201855,"roof","np","min","nppe"
"1967/02/07",0.348524216211956,"roof","np","min","nppe"
"1967/02/11",0.356891878222058,"roof","np","min","nppe"
"1967/02/14",0.365259540232145,"roof","np","min","nppe"
"1967/02/17",0.373627202242247,"roof","np","min","nppe"
"1967/02/20",0.381994864252349,"roof","np","min","nppe"
"1967/02/23",0.39036252626245,"roof","np","min","nppe"
"1967/02/27",0.398730188272552,"roof","np","min","nppe"
"1967/03/02",0.376338944560345,"roof","np","min","nppe"
"1967/03/05",0.415465512292755,"roof","np","min","nppe"
"1967/03/08",0.423833174302857,"roof","np","min","nppe"
"1967/03/11",0.432200836312944,"roof","np","min","nppe"
"1967/03/14",0.363671234017261,"roof","np","min","nppe"
"1967/03/18",1.35338744960258,"roof","np","min","nppe"
"1967/03/21",1.56462442834645,"roof","np","min","nppe"
"1967/03/24",1.57299209035655,"roof","np","min","nppe"
"1967/03/27",1.58066244719915,"roof","np","min","nppe"
"1967/01/24",-0.334448160535118,"roof","np","min","nppe"
"1967/01/28",-0.323253243027665,"roof","np","min","nppe"
"1967/01/22",-0.340045619288844,"roof","np","min","nppe"
