"date","value","measurement","city_code","mma","building_code"
"1966-12-13",0.416273250264425,"roof","nb","min","nbon"
"1966-12-17",2.38681216624101,"roof","nb","min","nbon"
"1966-12-20",2.83177256662282,"roof","nb","min","nbon"
"1966-12-22",3.158682248536,"roof","nb","min","nbon"
"1966-12-25",3.79433996336712,"roof","nb","min","nbon"
"1966-12-31",4.15757294327065,"roof","nb","min","nbon"
"1967-01-02",3.01338905657457,"roof","nb","min","nbon"
"1967-01-05",2.79544926863247,"roof","nb","min","nbon"
"1967-01-08",2.84085339112039,"roof","nb","min","nbon"
"1967-01-10",2.52302453370484,"roof","nb","min","nbon"
"1967-01-15",1.43332559399428,"roof","nb","min","nbon"
"1967-01-17",0.82036994040709,"roof","nb","min","nbon"
"1967-01-21",0.0712019193560991,"roof","nb","min","nbon"
"1967-01-24",0.0893635683512741,"roof","nb","min","nbon"
"1967-01-27",2.3187059825091,"roof","nb","min","nbon"
"1967-01-31",2.25059979877719,"roof","nb","min","nbon"
"1967-02-02",1.07009261409075,"roof","nb","min","nbon"
"1967-02-08",-0.201222815571555,"roof","nb","min","nbon"
"1967-02-11",-0.201222815571555,"roof","nb","min","nbon"
"1967-02-15",1.63764414519,"roof","nb","min","nbon"
"1967-02-17",5.38348425044501,"roof","nb","min","nbon"
"1967-02-20",8.31205015091712,"roof","nb","min","nbon"
"1967-02-23",9.19743053943193,"roof","nb","min","nbon"
"1967-02-26",10.2598870056497,"roof","nb","min","nbon"
"1967-02-28",11.9489203622011,"roof","nb","min","nbon"
"1967-03-03",15.0327683615819,"roof","nb","min","nbon"
"1967-03-06",15.3269870753038,"roof","nb","min","nbon"
"1967-03-08",12.3847999380853,"roof","nb","min","nbon"
"1967-03-11",9.42445115187164,"roof","nb","min","nbon"
"1967-03-15",5.47429249542091,"roof","nb","min","nbon"
"1967-03-18",2.18249361504527,"roof","nb","min","nbon"
