"date","value","measurement","city_code","mma","building_code"
"1966/11/19",1.74229613656226,"roof","ot","avg","oton"
"1966/11/25",2.69794236129425,"roof","ot","avg","oton"
"1966/11/28",3.01649110287158,"roof","ot","avg","oton"
"1966/12/01",3.42605377061386,"roof","ot","avg","oton"
"1966/12/05",3.5625746598613,"roof","ot","avg","oton"
"1966/12/08",2.63423261297876,"roof","ot","avg","oton"
"1966/12/12",1.86971563319315,"roof","ot","avg","oton"
"1966/12/16",1.0505902977086,"roof","ot","avg","oton"
"1966/12/19",1.10519865340757,"roof","ot","avg","oton"
"1966/12/23",0.695635985665291,"roof","ot","avg","oton"
"1966/12/26",1.51476132114985,"roof","ot","avg","oton"
"1966/12/29",1.21441536480552,"roof","ot","avg","oton"
"1967/01/02",2.40214710125815,"roof","ot","avg","oton"
"1967/01/04",5.56488103549026,"roof","ot","avg","oton"
"1967/01/06",9.08029393361153,"roof","ot","avg","oton"
"1967/01/09",6.99509987522521,"roof","ot","avg","oton"
"1967/01/12",8.20428489427385,"roof","ot","avg","oton"
"1967/01/16",8.15877793119139,"roof","ot","avg","oton"
"1967/01/19",7.29414563262432,"roof","ot","avg","oton"
"1967/01/22",7.29414563262432,"roof","ot","avg","oton"
"1967/01/25",6.93008992796453,"roof","ot","avg","oton"
"1967/01/28",4.01764429068604,"roof","ot","avg","oton"
"1967/02/01",3.60808162294376,"roof","ot","avg","oton"
"1967/02/04",5.20082533083044,"roof","ot","avg","oton"
"1967/02/10",5.26908577545413,"roof","ot","avg","oton"
"1967/02/13",4.83676962617062,"roof","ot","avg","oton"
"1967/02/16",4.79126266308813,"roof","ot","avg","oton"
"1967/02/19",4.65474177384073,"roof","ot","avg","oton"
"1967/02/22",5.09160861943249,"roof","ot","avg","oton"
"1967/02/25",5.74690888782015,"roof","ot","avg","oton"
"1967/03/02",5.65589496165518,"roof","ot","avg","oton"
"1967/03/05",5.01879747850055,"roof","ot","avg","oton"
"1967/03/09",4.43630835104483,"roof","ot","avg","oton"
"1967/03/12",3.3805468075314,"roof","ot","avg","oton"
"1967/03/15",2.14275741168802,"roof","ot","avg","oton"
"1967/03/19",0.468101170252879,"roof","ot","avg","oton"
