"date","value","measurement","city_code","mma","building_code"
"1966/01/06",1.0434121005523,"roof","sk","avg","sksk"
"1966/01/09",0.341621859941242,"roof","sk","avg","sksk"
"1966/01/12",0.29320801610784,"roof","sk","avg","sksk"
"1966/01/15",0.285630197073047,"roof","sk","avg","sksk"
"1966/01/17",0.196380328441052,"roof","sk","avg","sksk"
"1966/01/20",0.188802509406258,"roof","sk","avg","sksk"
"1966/01/23",0.181224690371465,"roof","sk","avg","sksk"
"1966/01/26",0.173646871336672,"roof","sk","avg","sksk"
"1966/01/29",0.166069052301879,"roof","sk","avg","sksk"
"1966/01/31",0.158491233267085,"roof","sk","avg","sksk"
"1966/02/03",0.150913414232292,"roof","sk","avg","sksk"
"1966/02/06",0.143335595197499,"roof","sk","avg","sksk"
"1966/02/09",0.135757776162706,"roof","sk","avg","sksk"
"1966/02/12",0.128179957127912,"roof","sk","avg","sksk"
"1966/02/14",0.324782262086131,"roof","sk","avg","sksk"
"1966/02/17",0.534996575310558,"roof","sk","avg","sksk"
"1966/02/20",0.568254781074387,"roof","sk","avg","sksk"
"1966/02/23",0.424556879377576,"roof","sk","avg","sksk"
"1966/02/26",0.335307010745581,"roof","sk","avg","sksk"
"1966/02/28",0.286893166912179,"roof","sk","avg","sksk"
"1966/03/03",0.320151372675994,"roof","sk","avg","sksk"
"1966/03/06",0.312573553641201,"roof","sk","avg","sksk"
"1966/03/09",0.304995734606408,"roof","sk","avg","sksk"
"1966/03/12",0.297417915571614,"roof","sk","avg","sksk"
"1966/03/14",0.0856599725438087,"roof","sk","avg","sksk"
"1966/03/17",0.0372461287104073,"roof","sk","avg","sksk"
"1966/03/20",0.0296683096756141,"roof","sk","avg","sksk"
"1966/03/23",0.0220904906408208,"roof","sk","avg","sksk"
"1966/03/26",0.0145126716060275,"roof","sk","avg","sksk"
"1966/03/28",0.0886069021684364,"roof","sk","avg","sksk"
"1966/03/30",-0.0804205613020628,"roof","sk","avg","sksk"
