"date","value","measurement","city_code","mma","building_code"
"1966/12/09",0.18078688215121,"roof","nb","min","nbon"
"1966/12/12",-0.0548667044790818,"roof","nb","min","nbon"
"1966/12/15",0.0733599318929805,"roof","nb","min","nbon"
"1966/12/19",1.47475592641058,"roof","nb","min","nbon"
"1966/12/22",2.28635510721256,"roof","nb","min","nbon"
"1966/12/25",3.36839592109013,"roof","nb","min","nbon"
"1966/12/29",4.08724221590316,"roof","nb","min","nbon"
"1966/12/31",3.14759925311259,"roof","nb","min","nbon"
"1967/01/13",1.77253428980723,"roof","nb","min","nbon"
"1967/01/17",0.853919581109693,"roof","nb","min","nbon"
"1967/01/20",-0.109494451525279,"roof","nb","min","nbon"
"1967/01/23",-0.254177982404968,"roof","nb","min","nbon"
"1967/01/26",0.738949887535455,"roof","nb","min","nbon"
"1967/01/30",2.56721944014299,"roof","nb","min","nbon"
"1967/02/01",1.36065479115757,"roof","nb","min","nbon"
"1967/02/05",-0.196121715669676,"roof","nb","min","nbon"
"1967/02/08",-0.295320218674078,"roof","nb","min","nbon"
"1967/02/11",-0.303548665927906,"roof","nb","min","nbon"
"1967/02/14",-0.311777113181734,"roof","nb","min","nbon"
"1967/02/18",-0.320005560435561,"roof","nb","min","nbon"
"1967/02/21",-0.32823400768936,"roof","nb","min","nbon"
"1967/02/24",-0.336462454943188,"roof","nb","min","nbon"
"1967/02/27",-0.344690902197016,"roof","nb","min","nbon"
"1967/03/02",-0.352919349450843,"roof","nb","min","nbon"
"1967/03/05",-0.361147796704671,"roof","nb","min","nbon"
"1967/03/09",-0.36937624395847,"roof","nb","min","nbon"
"1967/03/12",-0.377741831999856,"roof","nb","min","nbon"
"1967/03/15",-0.385833138466126,"roof","nb","min","nbon"
"1967/03/18",0.0153036651576883,"roof","nb","min","nbon"
"1967/03/21",-0.347296577160733,"roof","nb","min","nbon"
"1967/03/24",-0.409832776289761,"roof","nb","min","nbon"
"1967/01/05",2.01963341799959,"roof","nb","min","nbon"
"1967/01/09",2.00864968765018,"roof","nb","min","nbon"
