"date","value","measurement","city_code","mma"
"1965/12/02",15.1096549172964,"wind","nbon",NA
"1965/12/03",12.6681815779739,"wind","nbon",NA
"1965/12/03",10.4204759639944,"wind","nbon",NA
"1965/12/05",12.803818985714,"wind","nbon",NA
"1965/12/07",16.3885219045605,"wind","nbon",NA
"1965/12/08",21.6299388750902,"wind","nbon",NA
"1965/12/09",13.1332241187972,"wind","nbon",NA
"1965/12/09",10.8080114146805,"wind","nbon",NA
"1965/12/11",13.5982666596205,"wind","nbon",NA
"1965/12/12",20.1155056960162,"wind","nbon",NA
"1965/12/13",26.5031971674682,"wind","nbon",NA
"1965/12/12",23.5966812873223,"wind","nbon",NA
"1965/12/12",33.595095915024,"wind","nbon",NA
"1965/12/14",17.0860857157955,"wind","nbon",NA
"1965/12/14",19.9926015959414,"wind","nbon",NA
"1965/12/15",13.5517624055382,"wind","nbon",NA
"1965/12/15",11.5055752259155,"wind","nbon",NA
"1965/12/17",12.6810994263301,"wind","nbon",NA
"1965/12/19",8.81866276782512,"wind","nbon",NA
"1965/12/22",6.93265690781936,"wind","nbon",NA
"1965/12/23",20.8451795874509,"wind","nbon",NA
"1965/12/23",13.947048565238,"wind","nbon",NA
"1965/12/23",9.18036252179883,"wind","nbon",NA
"1965/12/24",24.2942450985573,"wind","nbon",NA
"1965/12/25",40.1754478676742,"wind","nbon",NA
"1965/12/25",27.2911859171966,"wind","nbon",NA
"1965/12/26",31.502404481319,"wind","nbon",NA
"1965/12/26",36.7341330655815,"wind","nbon",NA
"1965/12/26",44.2910743539608,"wind","nbon",NA
"1965/12/27",21.7365111240289,"wind","nbon",NA
"1965/12/27",19.2950377847064,"wind","nbon",NA
"1965/12/28",14.3539607884585,"wind","nbon",NA
"1965/12/30",13.8307879300322,"wind","nbon",NA
"1965/12/31",20.8529302964646,"wind","nbon",NA
"1965/12/31",17.0860857157955,"wind","nbon",NA
"1966/01/02",24.3329986436259,"wind","nbon",NA
"1966/01/03",20.5739047719706,"wind","nbon",NA
"1966/01/03",24.4105057337631,"wind","nbon",NA
"1966/01/04",15.400306505311,"wind","nbon",NA
"1966/01/07",15.2000798557899,"wind","nbon",NA
"1966/01/08",18.4295419448407,"wind","nbon",NA
"1966/01/10",20.7676724973136,"wind","nbon",NA
"1966/01/11",14.1098134545262,"wind","nbon",NA
"1966/01/12",12.6681815779739,"wind","nbon",NA
"1966/01/15",11.4280681357783,"wind","nbon",NA
"1966/01/16",10.2848385562543,"wind","nbon",NA
"1966/01/19",15.3034226426394,"wind","nbon",NA
"1966/01/19",10.6917507794747,"wind","nbon",NA
"1966/01/19",18.4812133382656,"wind","nbon",NA
"1966/01/21",11.4474449083126,"wind","nbon",NA
"1966/01/23",13.2262326269619,"wind","nbon",NA
"1966/01/25",10.7886346421462,"wind","nbon",NA
"1966/01/27",14.3423347249379,"wind","nbon",NA
"1966/01/29",11.0405326850922,"wind","nbon",NA
"1966/01/30",20.2251228663531,"wind","nbon",NA
"1966/01/30",15.8588901219563,"wind","nbon",NA
"1966/01/29",14.0633092004439,"wind","nbon",NA
"1966/02/01",20.5739047719706,"wind","nbon",NA
"1966/02/02",14.3423347249379,"wind","nbon",NA
"1966/02/02",10.7498810970776,"wind","nbon",NA
"1966/02/04",9.52914442741633,"wind","nbon",NA
"1966/02/04",19.4423012559672,"wind","nbon",NA
"1966/02/06",11.7159516134308,"wind","nbon",NA
"1966/02/06",8.94784125138716,"wind","nbon",NA
"1966/02/07",15.5359439130511,"wind","nbon",NA
"1966/02/09",18.9946978104247,"wind","nbon",NA
"1966/02/11",20.2122050179969,"wind","nbon",NA
"1966/02/12",15.5101082163388,"wind","nbon",NA
"1966/02/14",20.7289189522451,"wind","nbon",NA
"1966/02/14",17.434867621413,"wind","nbon",NA
"1966/02/16",23.9067096478711,"wind","nbon",NA
"1966/02/15",27.4332822491148,"wind","nbon",NA
"1966/02/16",19.9344712783385,"wind","nbon",NA
"1966/02/18",16.1094963800666,"wind","nbon",NA
"1966/02/20",14.3655868519791,"wind","nbon",NA
"1966/02/22",10.6788329311184,"wind","nbon",NA
"1966/02/22",7.55271362891716,"wind","nbon",NA
"1966/02/25",14.7143687575966,"wind","nbon",NA
"1966/02/27",17.2604766686043,"wind","nbon",NA
"1966/03/02",19.2562842396378,"wind","nbon",NA
"1966/03/04",16.8535644453839,"wind","nbon",NA
"1966/03/04",19.6438196903239,"wind","nbon",NA
"1966/03/06",12.8748671516731,"wind","nbon",NA
"1966/03/09",13.3657453892089,"wind","nbon",NA
"1966/03/11",16.039739998943,"wind","nbon",NA
"1966/03/11",20.1863693212845,"wind","nbon",NA
"1966/03/14",15.6909580933255,"wind","nbon",NA
"1966/03/16",11.6915922422448,"wind","nbon",NA
"1966/03/18",16.3420176504782,"wind","nbon",NA
"1966/03/18",19.4112984199123,"wind","nbon",NA
"1966/03/21",15.1019042082827,"wind","nbon",NA
"1966/03/21",12.6681815779739,"wind","nbon",NA
"1966/03/23",19.4112984199123,"wind","nbon",NA
"1966/03/23",22.4340749352639,"wind","nbon",NA
"1966/03/24",14.1408162905811,"wind","nbon",NA
"1966/03/26",13.5465952661957,"wind","nbon",NA
"1966/03/27",14.4120911060614,"wind","nbon",NA
