"date","value","measurement","city_code","mma","building_code"
"1966/01/06",8.85492437811405,"ground","sk",NA,"sksk"
"1966/01/09",10.2373862151093,"ground","sk",NA,"sksk"
"1966/01/12",11.6198480521046,"ground","sk",NA,"sksk"
"1966/01/15",12.6459925922846,"ground","sk",NA,"sksk"
"1966/01/17",13.3541103432012,"ground","sk",NA,"sksk"
"1966/01/20",13.9978425543417,"ground","sk",NA,"sksk"
"1966/01/24",14.4647198421307,"ground","sk",NA,"sksk"
"1966/01/28",14.6382281956534,"ground","sk",NA,"sksk"
"1966/01/31",15.146065034416,"ground","sk",NA,"sksk"
"1966/02/03",14.9990110074244,"ground","sk",NA,"sksk"
"1966/02/06",14.5738631869806,"ground","sk",NA,"sksk"
"1966/02/09",14.4216045253164,"ground","sk",NA,"sksk"
"1966/02/14",13.957622123085,"ground","sk",NA,"sksk"
"1966/02/15",13.596377361491,"ground","sk",NA,"sksk"
"1966/02/19",13.3463085239681,"ground","sk",NA,"sksk"
"1966/02/22",13.1613746114897,"ground","sk",NA,"sksk"
"1966/02/25",13.5698922383051,"ground","sk",NA,"sksk"
"1966/02/28",13.324750865561,"ground","sk",NA,"sksk"
"1966/03/02",13.5557257770661,"ground","sk",NA,"sksk"
"1966/03/07",13.5421752489245,"ground","sk",NA,"sksk"
"1966/03/12",12.4323869941247,"ground","sk",NA,"sksk"
"1966/03/15",10.4703937058357,"ground","sk",NA,"sksk"
"1966/03/17",8.98734999404363,"ground","sk",NA,"sksk"
"1966/03/21",6.40314109081473,"ground","sk",NA,"sksk"
"1966/03/24",3.84338473155046,"ground","sk",NA,"sksk"
"1966/03/29",0.533668232956529,"ground","sk",NA,"sksk"
"1966/03/31",-0.429312368090592,"ground","sk",NA,"sksk"
