"date","value","measurement","city_code","mma","building_code"
"1966/11/22",0.248633498296073,"roof","ot","min","oton"
"1966/11/25",1.06775883378064,"roof","ot","min","oton"
"1966/11/28",1.5683354276879,"roof","ot","min","oton"
"1966/12/01",1.79587024310027,"roof","ot","min","oton"
"1966/12/04",2.29644683700751,"roof","ot","min","oton"
"1966/12/08",2.29644683700751,"roof","ot","min","oton"
"1966/12/11",1.75036328001779,"roof","ot","min","oton"
"1966/12/14",1.20427972302808,"roof","ot","min","oton"
"1966/12/17",0.415492362931829,"roof","ot","min","oton"
"1966/12/20",0.0210986828837036,"roof","ot","min","oton"
"1966/12/23",0.0210986828837036,"roof","ot","min","oton"
"1966/12/27",0.0210986828837036,"roof","ot","min","oton"
"1966/12/30",0.294140461378561,"roof","ot","min","oton"
"1967/01/02",0.0666056459661775,"roof","ot","min","oton"
"1967/01/05",2.6491258008967,"roof","ot","min","oton"
"1967/01/08",1.29529364919304,"roof","ot","min","oton"
"1967/01/12",0.0210986828837036,"roof","ot","min","oton"
"1967/01/15",0.0210986828837036,"roof","ot","min","oton"
"1967/01/18",0.0210986828837036,"roof","ot","min","oton"
"1967/01/21",0.385154387543508,"roof","ot","min","oton"
"1967/01/24",0.567182239873418,"roof","ot","min","oton"
"1967/01/28",0.567182239873418,"roof","ot","min","oton"
"1967/01/31",0.567182239873418,"roof","ot","min","oton"
"1967/02/03",0.567182239873418,"roof","ot","min","oton"
"1967/02/06",0.567182239873418,"roof","ot","min","oton"
"1967/02/09",0.47616831370847,"roof","ot","min","oton"
"1967/02/12",0.339647424461035,"roof","ot","min","oton"
"1967/02/16",1.386307575358,"roof","ot","min","oton"
"1967/02/19",1.16787415256209,"roof","ot","min","oton"
"1967/02/22",0.385154387543508,"roof","ot","min","oton"
"1967/02/25",0.0210986828837036,"roof","ot","min","oton"
"1967/02/28",0.703703129120839,"roof","ot","min","oton"
"1967/03/04",1.38630757535799,"roof","ot","min","oton"
"1967/03/07",0.658196166038366,"roof","ot","min","oton"
"1967/03/10",0.248633498296073,"roof","ot","min","oton"
"1967/03/13",0.225880016754843,"roof","ot","min","oton"
