"date","value","measurement","city_code","mma"
"10/6/1965",1.525210084,"accume","innt",NA
"10/9/1965",6.516806723,"accume","innt",NA
"10/12/1965",6.516806723,"accume","innt",NA
"10/16/1965",7.81092437,"accume","innt",NA
"10/19/1965",9.289915966,"accume","innt",NA
"10/22/1965",9.289915966,"accume","innt",NA
"10/26/1965",9.289915966,"accume","innt",NA
"10/30/1965",10.21428571,"accume","innt",NA
"11/2/1965",10.30672269,"accume","innt",NA
"11/6/1965",10.39915966,"accume","innt",NA
"11/9/1965",10.86134454,"accume","innt",NA
"11/12/1965",11.17563025,"accume","innt",NA
"11/16/1965",12.61764706,"accume","innt",NA
"11/19/1965",13.07983193,"accume","innt",NA
"11/22/1965",13.17226891,"accume","innt",NA
"11/26/1965",13.72689076,"accume","innt",NA
"11/29/1965",14.25070028,"accume","innt",NA
"12/2/1965",17.33193277,"accume","innt",NA
"12/5/1965",17.79411765,"accume","innt",NA
"12/9/1965",18.16386555,"accume","innt",NA
"12/12/1965",18.16386555,"accume","innt",NA
"12/15/1965",21.76890756,"accume","innt",NA
"12/19/1965",23.24789916,"accume","innt",NA
"12/22/1965",24.17226891,"accume","innt",NA
"12/25/1965",24.72689076,"accume","innt",NA
"12/28/1965",26.62184874,"accume","innt",NA
"1/1/1966",27.91596639,"accume","innt",NA
"1/4/1966",28.14705882,"accume","innt",NA
"1/8/1966",28.14705882,"accume","innt",NA
"1/11/1966",28.14705882,"accume","innt",NA
"1/14/1966",28.14705882,"accume","innt",NA
"1/18/1966",28.2394958,"accume","innt",NA
"1/21/1966",28.70168067,"accume","innt",NA
"1/24/1966",28.70168067,"accume","innt",NA
"1/28/1966",28.70168067,"accume","innt",NA
"1/31/1966",29.3487395,"accume","innt",NA
"2/3/1966",29.16386555,"accume","innt",NA
"2/6/1966",29.25630252,"accume","innt",NA
"2/10/1966",29.25630252,"accume","innt",NA
"2/13/1966",29.25630252,"accume","innt",NA
"2/16/1966",29.25630252,"accume","innt",NA
"2/20/1966",29.3487395,"accume","innt",NA
"2/23/1966",30.64285714,"accume","innt",NA
"2/26/1966",31.64117647,"accume","innt",NA
"3/2/1966",34.98739496,"accume","innt",NA
"3/5/1966",36.28151261,"accume","innt",NA
"3/8/1966",37.57563025,"accume","innt",NA
"3/12/1966",37.7605042,"accume","innt",NA
"3/15/1966",38.40756303,"accume","innt",NA
"3/18/1966",39.33193277,"accume","innt",NA
"3/22/1966",40.53361345,"accume","innt",NA
"3/25/1966",42.28991597,"accume","innt",NA
"3/28/1966",45.67310924,"accume","innt",NA
"4/1/1966",47.74369748,"accume","innt",NA
"4/4/1966",48.94537815,"accume","innt",NA
"4/8/1966",50.14705882,"accume","innt",NA
"4/11/1966",50.33193277,"accume","innt",NA
"4/14/1966",50.33193277,"accume","innt",NA
"4/18/1966",50.33193277,"accume","innt",NA
"4/21/1966",51.25630252,"accume","innt",NA
"4/25/1966",51.53361345,"accume","innt",NA
"4/28/1966",51.99579832,"accume","innt",NA
