"date","value","measurement","city_code","mma","building_code"
"1965/11/25",2.43814045127296,"ground","ed",NA,"edab"
"1965/11/29",2.09782394745362,"ground","ed",NA,"edab"
"1965/12/01",1.62624250644684,"ground","ed",NA,"edab"
"1965/12/05",0.069583886255586,"ground","ed",NA,"edab"
"1965/12/08",0.0170316098154473,"ground","ed",NA,"edab"
"1965/12/11",0.00869732808925505,"ground","ed",NA,"edab"
"1965/12/14",0.000363046363077046,"ground","ed",NA,"edab"
"1965/12/17",-0.00797123536311517,"ground","ed",NA,"edab"
"1965/12/20",0.779618387761616,"ground","ed",NA,"edab"
"1965/12/23",1.61985289045676,"ground","ed",NA,"edab"
"1965/12/26",2.2663616445832,"ground","ed",NA,"edab"
"1965/12/29",3.24892715853555,"ground","ed",NA,"edab"
"1966/01/01",5.05892479242036,"ground","ed",NA,"edab"
"1966/01/04",7.21187811933777,"ground","ed",NA,"edab"
"1966/01/08",8.7409410067023,"ground","ed",NA,"edab"
"1966/01/12",9.04708695544427,"ground","ed",NA,"edab"
"1966/01/16",10.0447004780689,"ground","ed",NA,"edab"
"1966/01/19",10.6024954333766,"ground","ed",NA,"edab"
"1966/01/22",10.7726536852863,"ground","ed",NA,"edab"
"1966/01/27",11.377583633912,"ground","ed",NA,"edab"
"1966/01/30",11.7966899677539,"ground","ed",NA,"edab"
"1966/02/02",13.0411988695894,"ground","ed",NA,"edab"
"1966/02/05",13.2275626693,"ground","ed",NA,"edab"
"1966/02/08",13.3253515748872,"ground","ed",NA,"edab"
"1966/02/11",13.5295414771788,"ground","ed",NA,"edab"
"1966/02/15",14.4881227803858,"ground","ed",NA,"edab"
"1966/02/18",15.1561154607398,"ground","ed",NA,"edab"
"1966/02/21",15.863973788684,"ground","ed",NA,"edab"
"1966/02/25",16.3848663965707,"ground","ed",NA,"edab"
"1966/02/28",16.5741240441029,"ground","ed",NA,"edab"
"1966/03/04",16.2327657550678,"ground","ed",NA,"edab"
"1966/03/06",16.1376160386938,"ground","ed",NA,"edab"
"1966/03/09",16.3950527409027,"ground","ed",NA,"edab"
"1966/03/14",16.6685792369997,"ground","ed",NA,"edab"
"1966/03/18",15.9299535190163,"ground","ed",NA,"edab"
"1966/03/20",15.8559867686964,"ground","ed",NA,"edab"
"1966/03/24",15.5595409978524,"ground","ed",NA,"edab"
"1966/03/27",12.5441515677526,"ground","ed",NA,"edab"
"1966/03/30",8.89248602942348,"ground","ed",NA,"edab"
"1966/04/02",5.27610228373526,"ground","ed",NA,"edab"
"1966/04/05",1.7744075149124,"ground","ed",NA,"edab"
