"date","value","measurement","city_code","mma","building_code"
"1965/11/29",3.83434061353784,"roof","ot","max","oton"
"1965/12/02",3.05851950650217,"roof","ot","max","oton"
"1965/12/05",2.43862537512504,"roof","ot","max","oton"
"1965/12/07",2.10351367122374,"roof","ot","max","oton"
"1965/12/11",2.9274341447149,"roof","ot","max","oton"
"1965/12/16",1.85686895631877,"roof","ot","max","oton"
"1965/12/18",2.97099033011003,"roof","ot","max","oton"
"1965/12/20",3.60495165055018,"roof","ot","max","oton"
"1965/12/27",3.80989496498833,"roof","ot","max","oton"
"1965/12/30",4.52150716905635,"roof","ot","max","oton"
"1966/01/02",2.36860203401133,"roof","ot","max","oton"
"1966/01/05",0.700858619539837,"roof","ot","max","oton"
"1966/01/08",0.700233411137035,"roof","ot","max","oton"
"1966/01/10",1.31981493831277,"roof","ot","max","oton"
"1966/01/19",2.03474074691563,"roof","ot","max","oton"
"1966/01/22",3.67434978326109,"roof","ot","max","oton"
"1966/01/24",6.08015171723908,"roof","ot","max","oton"
"1966/01/27",7.67818439479826,"roof","ot","max","oton"
"1966/01/30",9.23589113037679,"roof","ot","max","oton"
"1966/02/02",9.94425225075025,"roof","ot","max","oton"
"1966/02/05",9.88892130710236,"roof","ot","max","oton"
"1966/02/07",9.06739746582193,"roof","ot","max","oton"
"1966/02/10",7.56220823607869,"roof","ot","max","oton"
"1966/02/13",5.77880126708902,"roof","ot","max","oton"
"1966/02/16",5.47369956652217,"roof","ot","max","oton"
"1966/02/18",5.46369623207735,"roof","ot","max","oton"
"1966/02/22",4.66918139379793,"roof","ot","max","oton"
"1966/02/25",3.68385295098366,"roof","ot","max","oton"
"1966/02/28",2.62868872957652,"roof","ot","max","oton"
"1966/03/02",1.88781677225741,"roof","ot","max","oton"
"1966/03/05",1.75183394464821,"roof","ot","max","oton"
"1966/03/08",1.37389546515505,"roof","ot","max","oton"
"1966/03/11",1.15726075358452,"roof","ot","max","oton"
"1966/03/13",0.983452817605865,"roof","ot","max","oton"
"1966/01/13",1.5405135045015,"roof","ot","max","oton"
"1966/01/17",2.006918972991,"roof","ot","max","oton"
