"date","value","measurement","city_code","mma"
"1966-11-02",14.2887100047352,"wind","gdnf",NA
"1966-11-04",18.0436988432659,"wind","gdnf",NA
"1966-11-04",21.5260772508964,"wind","gdnf",NA
"1966-11-06",14.2758574037746,"wind","gdnf",NA
"1966-11-08",17.1908273016303,"wind","gdnf",NA
"1966-11-09",13.8598390042616,"wind","gdnf",NA
"1966-11-10",17.1656632618548,"wind","gdnf",NA
"1966-11-10",28.2398701210851,"wind","gdnf",NA
"1966-11-12",25.1155606665314,"wind","gdnf",NA
"1966-11-12",21.8135696408036,"wind","gdnf",NA
"1966-11-15",20.346343773253,"wind","gdnf",NA
"1966-11-16",25.2830954474734,"wind","gdnf",NA
"1966-11-16",29.1009943854427,"wind","gdnf",NA
"1966-11-17",19.3289589393221,"wind","gdnf",NA
"1966-11-17",16.0528985997429,"wind","gdnf",NA
"1966-11-20",26.9897855644997,"wind","gdnf",NA
"1966-11-20",23.5922343232091,"wind","gdnf",NA
"1966-11-21",21.7472772779544,"wind","gdnf",NA
"1966-11-21",17.46194953663,"wind","gdnf",NA
"1966-11-21",12.5380504633701,"wind","gdnf",NA
"1966-11-24",9.96942433876751,"wind","gdnf",NA
"1966-11-27",10.6746037114705,"wind","gdnf",NA
"1966-11-27",7.56747615504298,"wind","gdnf",NA
"1966-11-29",13.9572481904892,"wind","gdnf",NA
"1966-12-02",24.401136440506,"wind","gdnf",NA
"1966-12-02",20.1686299900464,"wind","gdnf",NA
"1966-12-04",16.2290468781709,"wind","gdnf",NA
"1966-12-04",20.7095988635594,"wind","gdnf",NA
"1966-12-06",13.3673814516675,"wind","gdnf",NA
"1966-12-08",20.5404856930257,"wind","gdnf",NA
"1966-12-08",17.4161762384721,"wind","gdnf",NA
"1966-12-08",24.8718122167355,"wind","gdnf",NA
"1966-12-09",13.8663329500102,"wind","gdnf",NA
"1966-12-09",11.0796184806873,"wind","gdnf",NA
"1966-12-12",21.9891767570859,"wind","gdnf",NA
"1966-12-10",17.7805587499155,"wind","gdnf",NA
"1966-12-13",25.8991505687034,"wind","gdnf",NA
"1966-12-14",29.0401136440506,"wind","gdnf",NA
"1966-12-16",24.2471758100521,"wind","gdnf",NA
"1966-12-16",21.8115402827572,"wind","gdnf",NA
"1966-12-17",18.2662517756883,"wind","gdnf",NA
"1966-12-18",22.5342172315047,"wind","gdnf",NA
"1966-12-21",28.5875667997024,"wind","gdnf",NA
"1966-12-21",24.7714717355521,"wind","gdnf",NA
"1966-12-22",18.6592707840087,"wind","gdnf",NA
"1966-12-22",14.2395544431667,"wind","gdnf",NA
"1966-12-25",25.0046224266612,"wind","gdnf",NA
"1966-12-25",28.9785564499763,"wind","gdnf",NA
"1966-12-28",20.419497299021,"wind","gdnf",NA
"1966-12-29",22.8534578006268,"wind","gdnf",NA
"1966-12-29",19.0347020225935,"wind","gdnf",NA
"1967-01-01",27.5306771291349,"wind","gdnf",NA
"1966-12-31",32.8329838327809,"wind","gdnf",NA
"1967-01-01",22.3519357820921,"wind","gdnf",NA
"1967-01-02",17.4377325306095,"wind","gdnf",NA
"1967-01-05",18.8268055649507,"wind","gdnf",NA
"1967-01-06",23.0155294208599,"wind","gdnf",NA
"1967-01-06",26.6889896051771,"wind","gdnf",NA
"1967-01-09",18.2574578908205,"wind","gdnf",NA
"1967-01-12",15.2337144016776,"wind","gdnf",NA
"1967-01-15",19.5433944395589,"wind","gdnf",NA
"1967-01-13",15.75160657512,"wind","gdnf",NA
"1967-01-15",24.0316579855239,"wind","gdnf",NA
"1967-01-16",30.533676069359,"wind","gdnf",NA
"1967-01-16",26.9789623215856,"wind","gdnf",NA
"1967-01-17",34.6857877291483,"wind","gdnf",NA
"1967-01-19",37.5532706487181,"wind","gdnf",NA
"1967-01-19",30.7386863288913,"wind","gdnf",NA
"1967-01-20",25.7284912206105,"wind","gdnf",NA
"1967-01-21",22.4176418859501,"wind","gdnf",NA
"1967-01-23",32.086180071704,"wind","gdnf",NA
"1967-01-23",27.176486504769,"wind","gdnf",NA
"1967-01-23",18.8181598554324,"wind","gdnf",NA
"1967-01-24",23.5202597578299,"wind","gdnf",NA
"1967-01-27",19.4964215653115,"wind","gdnf",NA
"1967-01-27",26.41309998937,"wind","gdnf",NA
"1967-01-29",18.8006493945749,"wind","gdnf",NA
"1967-01-29",16.3025096394508,"wind","gdnf",NA
"1967-01-28",13.3524994926605,"wind","gdnf",NA
"1967-02-01",24.2551128548558,"wind","gdnf",NA
"1967-02-01",20.0581749306636,"wind","gdnf",NA
"1967-02-02",29.5987282689576,"wind","gdnf",NA
"1967-02-04",32.3869760310266,"wind","gdnf",NA
"1967-02-07",35.2572278969086,"wind","gdnf",NA
"1967-02-08",40.5581411080295,"wind","gdnf",NA
"1967-02-07",46.8590047126204,"wind","gdnf",NA
"1967-02-08",28.9812622607049,"wind","gdnf",NA
"1967-02-09",23.2398024758168,"wind","gdnf",NA
"1967-02-08",21.7729824798755,"wind","gdnf",NA
"1967-02-09",15.9267401745248,"wind","gdnf",NA
