"date","value","measurement","city_code","mma","building_code"
"1965/11/23",7.41725019219979,"roof","av","max","avqc"
"1965/11/26",8.14625885677478,"roof","av","max","avqc"
"1965/11/29",8.34579342157207,"roof","av","max","avqc"
"1965/12/01",7.11887298190203,"roof","av","max","avqc"
"1965/12/03",4.02778066366072,"roof","av","max","avqc"
"1965/12/06",1.65291832027758,"roof","av","max","avqc"
"1965/12/09",2.55116670476032,"roof","av","max","avqc"
"1965/12/11",5.11459264030584,"roof","av","max","avqc"
"1965/12/14",7.05279780580545,"roof","av","max","avqc"
"1965/12/16",6.9178423753818,"roof","av","max","avqc"
"1965/12/19",6.7016435680595,"roof","av","max","avqc"
"1965/12/22",6.56980489122529,"roof","av","max","avqc"
"1965/12/25",7.79292289151618,"roof","av","max","avqc"
"1965/12/27",9.15515199368336,"roof","av","max","avqc"
"1965/12/30",8.16298543437155,"roof","av","max","avqc"
"1966/01/02",7.01331892700563,"roof","av","max","avqc"
"1966/01/05",6.77312111704448,"roof","av","max","avqc"
"1966/01/08",7.35564236291478,"roof","av","max","avqc"
"1966/01/11",7.7799156398695,"roof","av","max","avqc"
"1966/01/14",7.56571155484447,"roof","av","max","avqc"
"1966/01/17",7.4307561244208,"roof","av","max","avqc"
"1966/01/19",5.28913084131568,"roof","av","max","avqc"
"1966/01/21",1.33856774783384,"roof","av","max","avqc"
"1966/01/24",1.2338604109959,"roof","av","max","avqc"
"1966/01/27",3.13857086458744,"roof","av","max","avqc"
"1966/01/29",5.69683684141265,"roof","av","max","avqc"
"1966/02/01",6.49517595805543,"roof","av","max","avqc"
"1966/02/04",4.29438776570323,"roof","av","max","avqc"
"1966/02/06",3.3207970577846,"roof","av","max","avqc"
"1966/02/09",4.13163781938064,"roof","av","max","avqc"
"1966/02/12",5.74807280736384,"roof","av","max","avqc"
"1966/02/15",5.48199555343153,"roof","av","max","avqc"
"1966/02/18",3.93884929457475,"roof","av","max","avqc"
"1966/02/21",2.5639453944771,"roof","av","max","avqc"
"1966/02/24",1.34903484530513,"roof","av","max","avqc"
"1966/02/27",0.763355289130814,"roof","av","max","avqc"
"1966/03/02",1.39599393271968,"roof","av","max","avqc"
"1966/03/04",2.06137926735511,"roof","av","max","avqc"
"1966/03/08",3.64410829679805,"roof","av","max","avqc"
"1966/03/10",3.39165125605169,"roof","av","max","avqc"
"1966/03/13",3.25544912419222,"roof","av","max","avqc"
"1966/03/16",2.73601097097261,"roof","av","max","avqc"
"1966/03/19",1.03862696615204,"roof","av","max","avqc"
"1966/03/22",-0.0330375880483018,"roof","av","max","avqc"
"1966/03/24",-0.044257900970365,"roof","av","max","avqc"
