"","building_code","city_code","season","ground_max","roof_max","gr","sqrtgr","logground","measurement.x","wind_avg","measurement.y","temp_avg","City","Province","Type","Bld_Type","Name","Roof_Type","Slope","Size","Eave_Height","Material","Exposure","Heated","Insulated","Parapet","order","lat","long","roofflat","measurement.x.x","winter_wind","measurement.y.y","above_freeze","measurement.x.x.x","winter_wind_all","start_date.x","end_date.x","measurement.y.y.y","above_freeze_all","start_date.y","end_date.y","measurement","winter_wind_3month","start_date.x.x","end_date.x.x","winter_wind_snow","start_date.y.y","end_date.y.y","logsize","est_wind","est_wind_avg","est_temp_avg","slope15","exposed","sheltered","slope_1_15"
"101","gblb03","gblb",4,3.4285209920388,0.34794469725624,0.101485362949267,0.318567674049436,1.23212897052908,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",1,"US Depot","Flat",0,2113.72996608,22,NA,2,0,0,0,79,53.25,-60.5,1,"wind",0.959183673469388,"temp",0.106508875739645,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977337110481586,1959-12-09,1967-03-29,7.65620942226368,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"102","gblb03","gblb",7,4.80181503186,0.6203341858896,0.129187438869196,0.359426541687166,1.56899397807759,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",1,"US Depot","Flat",0,2113.72996608,22,NA,2,0,0,0,79,53.25,-60.5,1,"wind",0.967105263157895,"temp",0.120879120879121,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977337110481586,1959-12-09,1967-03-29,7.65620942226368,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"103","gblb03","gblb",8,5.924510548236,0.868668085404,0.14662275952275,0.38291351441644,1.77909807571632,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",1,"US Depot","Flat",0,2113.72996608,22,NA,2,0,0,0,79,53.25,-60.5,1,"wind",0.930232558139535,"temp",0.10126582278481,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977337110481586,1959-12-09,1967-03-29,7.65620942226368,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"104","gblb03","gblb",10,1.1717351350236,0.43176216218184,0.368481023805046,0.607026378178944,0.15848567160716,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",1,"US Depot","Flat",0,2113.72996608,22,NA,2,0,0,0,79,53.25,-60.5,1,"wind",1,"temp",0.0232558139534884,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977337110481586,1959-12-09,1967-03-29,7.65620942226368,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"105","gblb03","gblb",11,2.7182309054544,1.1824158434508,0.434994628704341,0.659541225932345,0.999981266298034,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",1,"US Depot","Flat",0,2113.72996608,22,NA,2,0,0,0,79,53.25,-60.5,1,"wind",1,"temp",0.0533333333333333,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977337110481586,1959-12-09,1967-03-29,7.65620942226368,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"106","gblb04","gblb",4,3.5857666580652,1.304610266484,0.36383021844147,0.603183403652214,1.27697230281068,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",3,"ME Garage","Flat",0,2425.88418048,21,NA,2,0,0,0,80,53.25,-60.5,1,"wind",0.959183673469388,"temp",0.106508875739645,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977401129943503,1959-11-29,1967-03-23,7.79395134742454,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"107","gblb04","gblb",7,4.31583110469,0.9170670011832,0.212489084706449,0.460965383414469,1.46228991425995,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",3,"ME Garage","Flat",0,2425.88418048,21,NA,2,0,0,0,80,53.25,-60.5,1,"wind",0.967105263157895,"temp",0.120879120879121,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977401129943503,1959-11-29,1967-03-23,7.79395134742454,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"108","gblb04","gblb",8,5.020755074748,1.4784957622764,0.294476774960111,0.542657143102448,1.61358033568911,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",3,"ME Garage","Flat",0,2425.88418048,21,NA,2,0,0,0,80,53.25,-60.5,1,"wind",0.930232558139535,"temp",0.10126582278481,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977401129943503,1959-11-29,1967-03-23,7.79395134742454,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"109","gblb04","gblb",10,1.1413628381484,0.23572426393908,0.206528770746986,0.45445436596757,0.132223020458675,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",3,"ME Garage","Flat",0,2425.88418048,21,NA,2,0,0,0,80,53.25,-60.5,1,"wind",1,"temp",0.0232558139534884,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977401129943503,1959-11-29,1967-03-23,7.79395134742454,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"110","gblb04","gblb",11,2.0656073395692,0.7771541283324,0.376235169891719,0.613380118598345,0.725424294342309,"wind",9.16682388616563,"temp",-11.0137794917243,"Goose Bay","LB","C",3,"ME Garage","Flat",0,2425.88418048,21,NA,2,0,0,0,80,53.25,-60.5,1,"wind",1,"temp",0.0533333333333333,"wind",0.930008045052293,1957-12-03,1967-03-29,"temp",0.108949416342412,1957-12-03,1967-03-27,"wind",0.927590511860175,1957-12-03,1967-02-27,0.977401129943503,1959-11-29,1967-03-23,7.79395134742454,0.233860533863004,3.39487807734311,-7.67688900252341,0,1,0,0
"111","gdnf01","gdnf",2,0.9469824342804,0.12134539701396,0.128139015700084,0.357965104025635,-0.0544747347744258,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander","NF","A",1,"29 Hawker Cres","Gable",23,117.0578304,10,NA,0,1,1,0,58,49,-54.5,0,"wind",0.985915492957746,"temp",0.205882352941176,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.996632996632997,1958-02-22,1962-03-31,4.76266808960623,0.391361101842821,4.16685882496917,-0.740031314962096,1,0,1,1
"112","gdnf01","gdnf",3,1.4437837720656,0.26082873259128,0.180656368105673,0.425036902051661,0.367267286921289,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander","NF","A",1,"29 Hawker Cres","Gable",23,117.0578304,10,NA,0,1,1,0,58,49,-54.5,0,"wind",1,"temp",0.0136986301369863,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.996632996632997,1958-02-22,1962-03-31,4.76266808960623,0.391361101842821,4.16685882496917,-0.740031314962096,1,0,1,1
"113","gdnf01","gdnf",4,3.2900955554376,0.34107167125332,0.103666190086675,0.321972343667395,1.19091660856146,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander","NF","A",1,"29 Hawker Cres","Gable",23,117.0578304,10,NA,0,1,1,0,58,49,-54.5,0,"wind",0.9625,"temp",0.105263157894737,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.996632996632997,1958-02-22,1962-03-31,4.76266808960623,0.391361101842821,4.16685882496917,-0.740031314962096,1,0,1,1
"114","gdnf01","gdnf",5,3.809354355576,0.43966878628932,0.115418190393799,0.33973252772409,1.33745971429982,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander","NF","A",1,"29 Hawker Cres","Gable",23,117.0578304,10,NA,0,1,1,0,58,49,-54.5,0,"wind",0.990566037735849,"temp",0.202898550724638,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.996632996632997,1958-02-22,1962-03-31,4.76266808960623,0.391361101842821,4.16685882496917,-0.740031314962096,1,0,1,1
"115","gdnf01","gdnf",6,3.5144201764224,0.29343858764724,0.0834955904293589,0.288956035461035,1.25687455473466,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander","NF","A",1,"29 Hawker Cres","Gable",23,117.0578304,10,NA,0,1,1,0,58,49,-54.5,0,"wind",0.991228070175439,"temp",0.155555555555556,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.996632996632997,1958-02-22,1962-03-31,4.76266808960623,0.391361101842821,4.16685882496917,-0.740031314962096,1,0,1,1
"116","gdnf02","gdnf",2,0.627541726518,0.0720408986892,0.114798579353326,0.338819390462421,-0.465945113743961,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",0.985915492957746,"temp",0.205882352941176,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"117","gdnf02","gdnf",3,1.5419740483476,0.3036435999912,0.19691874861097,0.443755280093623,0.433063445134144,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",1,"temp",0.0136986301369863,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"118","gdnf02","gdnf",4,2.4965922538368,0.23240497915656,0.0930888809734135,0.305104704934902,0.914926703545069,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",0.9625,"temp",0.105263157894737,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"119","gdnf02","gdnf",6,3.2827071835404,0.10608692727276,0.0323169022825683,0.179769024813977,1.18866844280859,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",0.991228070175439,"temp",0.155555555555556,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"120","gdnf02","gdnf",7,1.5483523332312,0.19508207846904,0.125993337744989,0.354955402473309,0.437191354715857,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",0.995238095238095,"temp",0.369047619047619,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"121","gdnf02","gdnf",9,1.501024837788,0.07870595786424,0.0524348137904405,0.228986492593866,0.406148100008088,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",1,"temp",0.26865671641791,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"122","gdnf02","gdnf",10,2.0712946035348,0.07806104672688,0.0376870806275764,0.194131606462154,0.728173824124138,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",0.987341772151899,"temp",0.283333333333333,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"123","gdnf02","gdnf",11,1.9221073497864,0.03841288692444,0.0199847770878712,0.141367524870004,0.653422162155072,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",2,"Mech Equip Room","Flat",0,133.7803776,24,NA,1,0,1,0,59,49,-54.5,1,"wind",0.988304093567251,"temp",0.269230769230769,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,0.997300944669366,1958-02-22,1967-04-29,4.89619948223076,0.391361101842821,4.16685882496917,-0.740031314962096,0,0,0,0
"124","gdnf03","gdnf",7,1.7720304200424,0.24772466070072,0.139797070015758,0.373894463740449,0.572126019102354,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",NA,"Building 64","Gable",27,222.967296,11,NA,2,1,1,0,59.5,49,-54.5,0,"wind",0.995238095238095,"temp",0.369047619047619,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,1,1962-11-22,1967-04-29,5.40702510599675,0.391361101842821,4.16685882496917,-0.740031314962096,1,1,0,1
"125","gdnf03","gdnf",8,1.3832153690544,0.13251203237916,0.0958000000171691,0.309515750838579,0.324410766555984,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",NA,"Building 64","Gable",27,222.967296,11,NA,2,1,1,0,59.5,49,-54.5,0,"wind",1,"temp",0.17910447761194,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,1,1962-11-22,1967-04-29,5.40702510599675,0.391361101842821,4.16685882496917,-0.740031314962096,1,1,0,1
"126","gdnf03","gdnf",9,1.5632705571588,0.15794986395132,0.101038085332068,0.317864885339774,0.446780137648309,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",NA,"Building 64","Gable",27,222.967296,11,NA,2,1,1,0,59.5,49,-54.5,0,"wind",1,"temp",0.26865671641791,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,1,1962-11-22,1967-04-29,5.40702510599675,0.391361101842821,4.16685882496917,-0.740031314962096,1,1,0,1
"127","gdnf03","gdnf",10,2.3441440000608,0.3725765748432,0.158939286508652,0.398671903334875,0.851920303300845,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",NA,"Building 64","Gable",27,222.967296,11,NA,2,1,1,0,59.5,49,-54.5,0,"wind",0.987341772151899,"temp",0.283333333333333,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,1,1962-11-22,1967-04-29,5.40702510599675,0.391361101842821,4.16685882496917,-0.740031314962096,1,1,0,1
"128","gdnf03","gdnf",11,1.1926183781484,0.13487027028048,0.113087533071453,0.336284898666968,0.176151207741077,"wind",11.4859101449456,"temp",-4.1113179331905,"Gander ","NF","A",NA,"Building 64","Gable",27,222.967296,11,NA,2,1,1,0,59.5,49,-54.5,0,"wind",0.988304093567251,"temp",0.269230769230769,"wind",0.991551459293395,1958-02-01,1967-04-29,"temp",0.211356466876972,1958-02-03,1967-04-27,"wind",0.991116751269036,1958-02-01,1967-02-28,1,1962-11-22,1967-04-29,5.40702510599675,0.391361101842821,4.16685882496917,-0.740031314962096,1,1,0,1
"129","hxns01","hxns",2,0.38032184718108,0.5511673799604,1.4492130390237,1.20383264577087,-0.966737418469238,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",0.592592592592593,"temp",0.862068965517241,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"130","hxns01","hxns",3,0.5760257657616,0.6800893686468,1.1806578960016,1.08658082810327,-0.551602887061702,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",1,"temp",0.178082191780822,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"131","hxns01","hxns",4,1.3279939985592,0.9298451614788,0.700187773805929,0.836772235322091,0.283669531886802,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",1,"temp",0.653333333333333,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"132","hxns01","hxns",5,0.39111781124304,0.6297323835096,1.61008362546365,1.26889070666612,-0.938746456853812,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",0.972413793103448,"temp",0.396825396825397,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"133","hxns01","hxns",6,0.7493818605336,0.9374063758668,1.25090614710011,1.11843915663755,-0.288506598234959,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",1,"temp",0.39344262295082,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"134","hxns01","hxns",8,0.38537922077928,0.21519350647956,0.558394160547667,0.747257760446599,-0.953527440440652,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",1,"temp",0.254545454545455,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"135","hxns01","hxns",9,0.40413769472412,0.39404579437944,0.975028559630972,0.987435344531971,-0.905999630564785,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",1,"temp",0.314285714285714,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"136","hxns01","hxns",10,0.26153591118984,0.24754066183476,0.94648823065479,0.972876266878163,-1.34118367721993,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",0.962264150943396,"temp",0.327272727272727,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"137","hxns01","hxns",11,0.8158786171956,0.6848572461192,0.839410706059736,0.916193596386559,-0.203489688519685,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",1,"NS Tech College","Flat",0,879.97759488,48,NA,0,1,1,1,55,44.75,-63.5,1,"wind",1,"temp",0.38961038961039,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.992633517495396,1958-02-16,1967-04-27,6.7798964467845,0.429915942551812,4.3544883393192,1.4930979549992,0,0,1,0
"138","hxns02","hxns",2,0.6283640971188,0.43002827823564,0.684361630792438,0.827261525028475,-0.464635508034906,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",0.592592592592593,"temp",0.862068965517241,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
"139","hxns02","hxns",3,0.590485520016,0.28947863351232,0.490238327104916,0.700170212951762,-0.526810165210154,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",1,"temp",0.178082191780822,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
"140","hxns02","hxns",4,1.7759876129856,0.967926193416,0.545007288529916,0.738246089410514,0.574356669875385,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",1,"temp",0.653333333333333,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
"141","hxns02","hxns",5,0.467453395206,0.1487678898258,0.318251811520676,0.564138113869889,-0.760455624621644,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",0.972413793103448,"temp",0.396825396825397,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
"142","hxns02","hxns",6,0.988399114038,0.32859120533652,0.332447895460059,0.576582947597359,-0.0116687012278571,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",1,"temp",0.39344262295082,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
"143","hxns02","hxns",7,0.23994014964948,0.22743142146144,0.947867298547935,0.973584767006929,-1.42736576320013,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",0.993506493506494,"temp",0.486111111111111,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
"144","hxns02","hxns",8,0.5710857142032,0.1801561904856,0.31546261096193,0.561660583414868,-0.560215968151942,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",1,"temp",0.254545454545455,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
"145","hxns02","hxns",9,0.5204790832248,0.19021687891164,0.365464982248832,0.604536998246453,-0.653005577661967,"wind",10.9247789853463,"temp",-1.47449986877249,"Halifax","NS","A",2,"NRC Lab","Flat",0,360.09218304,30,NA,2,1,1,0,56,44.75,-63.5,1,"wind",1,"temp",0.314285714285714,"wind",0.975396825396825,1958-02-01,1967-04-29,"temp",0.404761904761905,1958-02-03,1967-04-29,"wind",0.977514792899408,1958-02-01,1967-02-28,0.97588424437299,1958-02-16,1967-04-26,5.88636006267136,0.429915942551812,4.3544883393192,1.4930979549992,0,1,0,0
