"","X","CLUST","NAME","STATE","TIER","ECO3","LATITUDE","LONGITUDE","ELEVATION","PPTWT","logPPTWT","MCMT","MWMT","TD","MAT","ELEVATION_PRISM","medMax","PROP_ZERO","LOCATION","SCALE","SHAPE","EVENT10","EVENT15","EVENT20","EVENT30","EVENT50","RT_I","RT_II","RT_III","RT_IV","RATIO","rawDiff","w2","est_wind_avg","est_temp_avg"
"691",691,"11.1.3.0025","IDYLLWILD FIRE DEPT","CA",1,"11.1.3",33.75,-116.75,1639.8,352.702974346572,5.86562627028434,4.13619764472256,19.934252924393,15.7980554974286,10.9935847536399,1834.11191032358,0.706251853814062,0.0153846153846154,0.587784735083277,0.359434487778628,0.21379231044952,34,39,43,49,58,120,175,218,267,3.01724137931034,117,0.0109408502491506,1.69722119210777,11.3346338031079
"692",692,"11.1.3.0028","JULIAN WYNOLA","CA",1,"11.1.3",33,-116.75,1112.5,284.470001332558,5.65062780453603,8.31999969196415,23.5200004513778,15.2000007594137,14.6000003768755,1110.00000072816,0,0.514285714285714,0.112163922326161,0.0729368164088079,0.25,5,6,7,8,10,22,34,42,55,3.4,24,0.0279480837929454,1.74619991664926,12.8979901913183
"693",693,"11.1.3.0032","LAKE ARROWHEAD","CA",1,"11.1.3",34.25,-117.25,1586.5,490.054941205471,6.19451750972827,4.45604105622667,21.0882815088735,16.6322401484362,11.7334816622535,1616.98791513424,1.01897456018186,0.0208333333333333,0.832854264924486,0.623232271634175,0.223879582340933,55,65,72,83,98,216,323,395,521,3.29591836734694,225,0.0152524789110758,1.90298790728036,11.4317580661955
"694",694,"11.1.3.0033","LEBEC","CA",1,"11.1.3",34.75,-118.75,1089.7,187.375051381175,5.23311223063847,6.09986400037159,23.9458155281868,17.8459519092849,14.2536960946292,1103.87439926692,0.0493203999511115,0.411764705882353,0.0961819060712222,0.062407384927213,0.137577328999176,4,5,6,7,8,14,19,22,26,2.375,11,0.0256884996682428,2.09690693693327,9.70307460066141
"695",695,"11.1.3.0058","SQUIRREL INN 2","CA",1,"11.1.3",34.25,-117.25,1731.9,611.441523194936,6.41581932209163,4.46159602368463,21.3205211329511,16.8589260496199,11.7910788319455,1809.71316498695,1.6427684259525,0,1.51984480394315,0.941209834928346,0.197007642766284,87,101,111,126,147,298,430,518,644,2.92517006802721,283,0.0152524789110758,1.90298790728036,11.4317580661955
"696",696,"11.1.3.0059","TABLE MTN","CA",1,"11.1.3",34.5,-117.75,2288.1,314.860219249049,5.75212879192445,3.82812265550269,20.7169238177059,16.8888011593421,10.9776832411137,2223.00189433078,1.64370128938009,0,1.52274955105322,0.927518406493533,0.216461512397317,88,102,113,128,151,323,466,568,722,3.08609271523179,315,0.0443797161336687,2.1113908068456,10.5490470150952
"697",697,"11.1.3.0060","TEHACHAPI","CA",1,"11.1.3",35.25,-118.5,1224.4,142.291233321687,4.95787589618247,5.35972013658485,23.0394809179297,17.6797603026004,13.1995198159658,1209.05999920946,0.218355339135798,0.137931034482759,0.187520240534048,0.113422222677014,0.135189731531863,10,11,12,14,15,27,35,42,47,2.33333333333333,20,0.0275182894254041,1.84892364112823,9.40522454903686
"698",698,"11.1.3.0064","WARNER SPRINGS","CA",1,"11.1.3",33.25,-116.75,969.9,203.147378137197,5.31393171630663,7.90731698164552,23.4177602477963,15.5104432680582,14.6775180728068,961.368446395,0.0486416450079085,0.486486486486487,0.109181828586036,0.0670883404078657,0.25,5,6,7,8,9,21,32,40,48,3.55555555555556,23,0.0168350073290785,1.63170720619521,11.3292505385108
"699",699,"11.1.3.0066","SANDBERG","CA",1,"11.1.3",34.75,-118.75,1374.6,213.183274317814,5.36215223854736,6.22525383158521,23.6806431985563,17.455388664548,13.8362306818396,1311.65779091544,0.255461468706132,0.304347826086957,0.323692813024616,0.264407519521327,0.164668417909343,19,22,25,28,33,62,89,108,130,2.6969696969697,56,0.0256884996682428,2.09690693693327,9.70307460066141
"700",700,"12.1.1.0003","ARIVACA","AZ",1,"12.1.1",31.5,-111.25,1112.2,110.330585378819,4.70348118046664,8.7204396979818,27.1024112601376,18.381971574607,17.4863600741159,1115.93200059253,0,0.634146341463415,0.0647227816596711,0.0287157072912942,0.25,2,3,3,3,4,9,14,17,21,3.5,10,0.180958662001152,3.06558543320647,14.1541144133729
"701",701,"12.1.1.0007","BISBEE","AZ",1,"12.1.1",31.5,-110,1617.6,97.6346462374185,4.58123241236863,6.47432775444986,23.5632463275928,17.0889190423584,15.0435672921658,1751.89923897443,0.0466810474214773,0.46875,0.124167411126507,0.0784004217712374,0.239892461578271,6,7,8,9,11,24,35,45,57,3.18181818181818,24,0.136405245044079,2.50817718148219,12.4550604014919
"702",702,"12.1.1.0011","BOWIE","AZ",1,"12.1.1",32.25,-109.5,1151.2,83.2808787677862,4.42221897621774,7.20011980951806,27.7398797708662,20.5397609131151,17.3700008399967,1151.01999962245,0,0.769230769230769,0.098751713832001,0.0504740562052077,0.218862280203321,3,3,4,4,5,12,18,22,27,3.6,13,0.147939974039282,2.62913845168901,12.3952599751255
"703",703,"12.1.1.0012","CANELO 1 NW","AZ",1,"12.1.1",31.5,-110.5,1527,97.0272736407762,4.57499211053646,6.87440204529522,24.349562228727,17.4751603931943,15.3743637546949,1525.75551911228,0,0.592105263157895,0.106262130948666,0.0619557753321102,0.25,4,5,6,7,8,19,28,35,43,3.5,20,0.115700479527061,2.45754253253547,11.5283573394912
"704",704,"12.1.1.0014","CHIRICAHUA NM","AZ",1,"12.1.1",32,-109.25,1615.4,124.769702982162,4.82646966189723,5.90210772169883,23.2770016904512,17.374893441256,14.5127167553378,1678.89942464948,0.159034807174564,0.216666666666667,0.149803385264435,0.106083777994773,0.197643258804911,9,10,11,13,15,29,42,51,64,2.8,27,0.121612154863143,2.57440546957093,11.6082128530605
"705",705,"12.1.1.0017","CORONADO NMEM","AZ",1,"12.1.1",31.25,-110.25,1597.8,128.536495920957,4.85621287895974,7.0671033763455,23.8663925427218,16.7992887027837,15.4821145411245,1681.53964556084,0,0.527777777777778,0.111217025659879,0.0858039027795096,0.25,5,7,8,9,11,26,39,50,65,3.54545454545455,28,0.115109122231158,2.42844498669502,11.7170347215804
"706",706,"12.1.1.0025","FT GRANT","AZ",1,"12.1.1",32.5,-110,1478.3,102.780673204893,4.63259733150268,7.38785818069761,25.9966291129698,18.6087712856048,16.4090286950879,1483.22806615433,0,0.64,0.0857743800112705,0.0477505445631154,0.214466092508475,3,4,4,5,6,13,18,22,27,3,12,0.114296646114828,2.51112598574534,11.4887666233749
"707",707,"12.1.1.0028","HELVETIA SANTA RITA RN","AZ",1,"12.1.1",31.75,-110.75,1311.9,121.389902518453,4.79900769986509,9.32860278852609,26.6089212373407,17.2803184564135,17.9783227330783,1324.1040971207,0.0957481908582514,0.366666666666667,0.15450023792673,0.0792854317901816,0.233848602297243,7,8,9,10,12,25,36,46,57,3,24,0.129737555300796,2.65598266645567,12.9310039089342
"708",708,"12.1.1.0035","ORACLE","AZ",1,"12.1.1",32.5,-110.75,1403,182.503595763649,5.20676987564297,7.28951996332446,26.409439850117,19.119918936933,16.5994403765436,1402.09599987582,0.0498339152596565,0.395833333333333,0.13130750277319,0.100503862350345,0.202781325075608,7,8,9,11,13,27,39,47,58,3,26,0.0402916314946947,2.11703978283623,12.5727792184209
"709",709,"12.1.1.0036","ORACLE 2 SE","AZ",1,"12.1.1",32.5,-110.75,1374.6,173.239841838413,5.15467700338372,7.25887182023713,26.7481276605835,19.4892557548972,16.8563362305542,1346.57839699164,0.0484002086092117,0.472222222222222,0.125527122838384,0.0820600662755842,0.202996037309468,6,7,8,9,11,22,31,38,46,2.81818181818182,20,0.0402916314946947,2.11703978283623,12.5727792184209
"710",710,"12.1.1.0037","PAINTED CANYON","AZ",1,"12.1.1",32,-109.25,1643.5,118.381545071937,4.77389565608899,4.57541312912343,22.8493816043422,18.2739686322622,13.5207381488375,1667.97285916273,0.176656755947692,0.283018867924528,0.182287256115149,0.119140215735634,0.197260833762337,10,11,12,14,17,32,47,56,70,2.76470588235294,30,0.121612154863143,2.57440546957093,11.6082128530605
"711",711,"12.1.1.0039","PARADISE","AZ",1,"12.1.1",32,-109.25,1664.2,107.378872391044,4.67636344383148,4.06754728230675,22.5182543313053,18.4507068375804,13.1165721135096,1699.97503690138,0.17441763140441,0.162790697674419,0.156484286869226,0.0866826683820764,0.196553400789682,8,9,10,11,13,25,35,43,53,2.69230769230769,22,0.121612154863143,2.57440546957093,11.6082128530605
"712",712,"12.1.1.0042","PORTAL","AZ",1,"12.1.1",32,-109.25,1524.9,105.784557081924,4.66140454546168,5.05715997283333,23.6650401325165,18.6078806327057,14.2061200794198,1575.75999149266,0.0446168753699277,0.435897435897436,0.183075845224793,0.142770744067122,0.221193051902223,10,12,13,15,18,39,59,77,95,3.27777777777778,41,0.121612154863143,2.57440546957093,11.6082128530605
"713",713,"12.1.1.0049","SALA RCH","AZ",1,"12.1.1",31.75,-110,1574,103.073689272488,4.63544416226169,6.97869758308613,23.9390115281899,16.9603139469959,15.4389728246564,1713.27913247138,0.133468133803026,0.161290322580645,0.110280551769172,0.0794655769609383,0.202729395518556,7,8,9,10,12,23,33,40,51,2.75,21,0.127966248452909,2.5020497494848,12.3249119346306
"714",714,"12.1.1.0051","SAN MANUEL","AZ",1,"12.1.1",32.5,-110.75,1042.4,89.83081284013,4.49792804384907,8.89288003347161,28.6543335077283,19.7614543471815,18.7610532416367,1040.6753260345,0,0.526315789473684,0.0681684972436184,0.0381350298842827,0.212698989590574,3,3,4,4,5,11,16,19,23,3.2,11,0.0402916314946947,2.11703978283623,12.5727792184209
"715",715,"12.1.1.0053","SAN SIMON","AZ",1,"12.1.1",32.25,-109.25,1100.3,70.5475750371391,4.25628730544925,6.90581309892593,27.9447475237686,21.038934650337,17.3599206102087,1099.43199996193,0,0.738461538461539,0.0676492906513832,0.0396205955242662,0.214781789058346,2,3,3,3,4,10,14,18,22,3.5,10,0.161976803846863,2.73673261088555,12.8401711913824
"716",716,"12.1.1.0062","TOMBSTONE","AZ",1,"12.1.1",31.75,-110,1420.1,70.5250081529558,4.25596737249182,8.29268992262864,26.3629218463115,18.0702321106031,17.2772984114009,1376.65062406107,0,0.776470588235294,0.120188008336388,0.0832463099704197,0.236702369821754,3,5,5,6,8,20,29,37,47,3.625,21,0.127966248452909,2.5020497494848,12.3249119346306
"717",717,"12.1.1.0064","WILLCOX","AZ",1,"12.1.1",32.25,-109.75,1271,81.5629179041764,4.40137472123325,6.84284001221408,26.7506420937752,19.9078018774749,16.5801178452259,1271.636000038,0,0.7,0.0768437251029964,0.0414907924781974,0.219393680217193,2,3,3,4,5,11,16,19,24,3.2,11,0.164952214836108,2.67275389576831,12.0884459610745
"718",718,"12.1.1.0072","FORT HUACHUCA","AZ",1,"12.1.1",31.5,-110.25,1438.4,72.2554930187506,4.28020835204375,8.16076015708439,25.7779837693459,17.6172236679256,16.8594118837262,1412.73763110095,0.0452856416944422,0.446808510638298,0.110004352455181,0.0671194525765828,0.24125928771921,5,6,7,8,9,21,31,38,48,3.44444444444444,22,0.133101544097097,2.63154043874215,11.8680972470184
"719",719,"13.1.1.0003","FLAGSTAFF 6.8 NW","AZ",1,"13.1.1",35.25,-111.75,2236.93333333333,173.864631620301,5.1582727396267,-2.20687673325732,18.0794994535398,20.2863761177461,7.0931349898014,2241.60284845049,1.27220695246956,0,0.964340964938388,0.621805054696717,0.115114615179908,54,61,66,74,84,141,188,220,254,2.23809523809524,104,0.137868679501585,2.67524544033643,3.57106964390141
"720",720,"13.1.1.0005","PAYSON 1.0 WSW","AZ",1,"13.1.1",34.25,-111.25,1487.13333333333,164.864998376177,5.10509955424676,4.48522783581798,24.3250617667184,19.8398340428516,13.6921431237307,1502.08929068133,0.217770304553886,0.128712871287129,0.215061296547008,0.163459259086473,0.143032528609233,13,15,16,19,22,37,51,60,72,2.31818181818182,29,0.0500151916777411,2.2939099362527,7.71371301669177
"721",721,"13.1.1.0007","PINETOP-LAKESIDE 4.0 ESE","AZ",1,"13.1.1",34,-110,2193.8,175.223031818734,5.16539461140062,0.203126480810323,19.5293480740568,19.3262214316695,9.20804649051889,2173.49922406147,0.833129211515255,0.0144927536231884,0.728537682555556,0.370455255091919,0.105082366716179,35,39,42,46,52,82,108,127,148,2.07692307692308,56,0.152080039525692,2.95936241003901,5.86319215363773
"722",722,"13.1.1.0014","TIJERAS 1.0 SSW","NM",1,"13.1.1",35,-106.5,1928.7,84.1932853662257,4.43308361849787,0.256397768050004,21.9345042910019,21.6781069518592,10.8043841813697,1963.95397299076,0.323883626147576,0.0204081632653061,0.257461329510222,0.135069278760896,0.113810560620451,13,14,15,17,19,31,40,46,53,2.10526315789474,21,0.146472365286595,2.59595895970637,6.47599172347276
"723",723,"13.1.1.0025","CLOUDCROFT 0.4 ESE","NM",1,"13.1.1",33,-105.75,2697.75,138.835345739643,4.9330992127049,-0.235042232473371,16.3407978268915,16.5758407751033,8.00507798836169,2637.69739309457,0.891571764285176,0,0.776813157923357,0.440071344773033,0,37,41,44,47,52,71,88,98,110,1.69230769230769,36,0.148393176780035,2.60636599978037,6.45317071011533
"724",724,"13.1.1.0030","ALPINE","AZ",1,"13.1.1",33.75,-109.25,2453.6,103.389432608499,4.63850275770753,-0.832328620227085,17.1407225355539,17.9730512219393,7.58069984097292,2441.4432330089,0.694192043140494,0.0348837209302326,0.589388461431642,0.343604147265574,0.119232107286204,30,35,38,42,48,77,105,121,142,2.1875,57,0.107750521876016,2.46785745709896,3.10140858531173
"725",725,"13.1.1.0032","ASH FORK 6 N","AZ",1,"13.1.1",35.25,-112.5,1620.2,91.1516173003654,4.51168557749142,2.62525887440784,23.6502782547359,21.0250193784131,12.5252591283864,1633.44822487929,0.158633077213764,0.19047619047619,0.154974175490059,0.114882403073481,0.212080885427603,9,11,12,14,17,34,50,61,78,2.94117647058824,33,0.192831354434615,3.10267695527979,6.82593213844103
"726",726,"13.1.1.0037","BEAVERHEAD LODGE","AZ",1,"13.1.1",33.75,-109.25,2451.25,163.64425635575,5.09769489072721,-0.616135242607229,16.9314653833617,17.5476004102073,7.58434544156073,2492.80565046308,0.988316639771762,0,0.809463364711958,0.501301275347444,0.0974166195309467,43,49,53,59,67,107,141,162,186,2.1044776119403,74,0.107750521876016,2.46785745709896,3.10140858531173
"727",727,"13.1.1.0039","BLACK RVR PUMPS","AZ",1,"13.1.1",33.5,-109.75,1848.6,129.432429184411,4.86315896260405,2.1968831481752,21.9953473745439,19.7984635212104,11.5409630272536,1832.29473409883,0.0931955141601657,0.395348837209302,0.169628422597398,0.124954292717454,0.208834481012777,9,11,12,14,16,34,49,61,77,3.0625,33,0.0924683357193239,2.49900432320366,6.38922821199958
"728",728,"13.1.1.0040","BLUE","AZ",1,"13.1.1",33.5,-109.25,1652,128.822512853719,4.85843558763334,2.58848521272365,21.7875697331365,19.1990842876819,11.5481267709194,1692.36665181546,0.178530942051818,0.181818181818182,0.190885131857144,0.139183135312193,0.219205039440763,11,13,15,17,21,42,63,78,96,3,42,0.0598749672045127,2.16218448380075,5.80596031717215
"729",729,"13.1.1.0041","BLUE RIDGE RS","AZ",1,"13.1.1",34.5,-111.25,2097,140.600319062706,4.94592124866777,-0.398353918534852,20.0167875810564,20.4151410842967,8.98761659912017,2093.5983367161,0.796350925069743,0.027027027027027,0.652279540195799,0.369585329285856,0.120255159962252,33,38,41,46,52,84,114,131,156,2.19230769230769,62,0.145638163348144,2.72593080917942,6.02213421269266
"730",730,"13.1.1.0042","BRIGHT ANGEL RS","AZ",1,"13.1.1",36.25,-112,2438.4,225.901993461314,5.42010124796496,-1.82647680369409,18.4048028122621,20.2312796349534,7.25730862551357,2465.42480921779,3.20148506706658,0,2.76148723370548,1.40338383029693,0,124,136,145,157,172,243,298,331,365,1.73255813953488,126,0.0315729987147971,1.80421502001221,4.69566998633928
"731",731,"13.1.1.0046","CEDAR GLADE","AZ",1,"13.1.1",35,-112.5,1417.9,105.778119914077,4.66134369193174,4.11035933546779,25.010758798661,20.9003989920705,13.9005586692526,1422.87623871651,0.160714522304368,0.205128205128205,0.168227740285856,0.1386885975225,0.243413837193373,11,13,15,17,21,46,71,92,117,3.38095238095238,50,0.133239339803075,2.62376465666283,7.96628617413955
"732",732,"13.1.1.0047","CHEVELON RS","AZ",1,"13.1.1",34.5,-111,2136.65,123.033881388697,4.81231660948874,0.0098362449845191,20.1685721136091,20.1587359484889,9.29918803042705,2123.68034288629,0.782198995118201,0,0.613281903683575,0.303406744652951,0.116368782139193,29,33,35,39,44,69,93,108,125,2.11363636363636,49,0.226364200778727,3.25377878891173,4.88523283769132
"733",733,"13.1.1.0049","CHINO VALLEY","AZ",1,"13.1.1",34.75,-112.5,1447.8,75.4301281563169,4.323206772874,3.81936569616008,24.7815375361535,20.9621720935334,13.7169372650473,1436.49086350287,0.0813934409396944,0.26,0.0994010206565063,0.0558110188297567,0.25,5,6,6,7,9,20,29,37,47,3.22222222222222,20,0.111795209529893,2.3991326443756,8.38892841207871
"734",734,"13.1.1.0050","CIBECUE","AZ",1,"13.1.1",34,-110.5,1517.9,141.142498007019,4.94977000420464,4.02000004862411,23.5450000795028,19.5250000904833,13.1624999099839,1516.74999856157,0.258980290188844,0.0930232558139535,0.202724838167436,0.127731592495284,0.141230122563069,11,13,14,15,18,30,41,48,55,2.27777777777778,23,0.0897714831830444,2.44420942766539,7.56334941882574
"735",735,"13.1.1.0055","CROWN KING","AZ",1,"13.1.1",34.25,-112.25,1804.4,259.196365488521,5.55758594234478,3.62875662903008,22.6879059133024,19.0591489848186,12.3494415178649,1861.64542389218,0.570886661816597,0.0857142857142857,0.478022903224657,0.346667521265177,0.169884632876516,29,33,37,42,49,92,129,156,188,2.63265306122449,80,0.0482602790087968,2.08280917380696,10.6727407536618
"736",736,"13.1.1.0056","DUGAS 2 SE","AZ",1,"13.1.1",34.25,-112,1226.05,150.134659476116,5.01092193029474,5.72547989771511,26.3301799174807,20.6047004975563,15.4500402774494,1260.54400099647,0,0.644444444444444,0.102022170454237,0.0689179156187684,0.237905443814448,4,5,6,7,8,19,28,34,43,3.5,20,0.0725357292575672,2.36941637597771,11.3382794253918
"737",737,"13.1.1.0058","FLAGSTAFF 4 SW","AZ",1,"13.1.1",35.25,-111.75,2171.7,153.988090865462,5.0368752673809,-1.67842732086996,18.7188628166368,20.397290277325,7.64643310150942,2175.64859214757,1.02183642695996,0,0.885827522893134,0.46072822078963,0.137438006387905,44,50,54,60,68,115,158,184,216,2.32352941176471,90,0.137868679501585,2.67524544033643,3.57106964390141
"738",738,"13.1.1.0063","GLOBE RS","AZ",1,"13.1.1",33.5,-110.75,1097.75,124.031410131183,4.82036133436282,7.20482665657934,28.0935697997631,20.8887431397467,17.2807769806843,1123.10919870401,0,0.727272727272727,0.0985028123393148,0.0694962942491066,0.150523027183665,3,4,5,6,7,14,19,23,27,2.71428571428571,12,0.0456182353366148,2.11420192530003,11.24600711924
"739",739,"13.1.1.0064","GREER","AZ",1,"13.1.1",34,-109.5,2522.2,106.296223315314,4.66622975616843,-1.24884828650429,16.6462938775019,17.8951421542844,7.1046913341963,2545.0352934743,1.22045643453439,0,1.00112661737132,0.51954676206985,0.0471817812820345,47,52,56,61,67,98,125,140,154,1.86567164179104,58,0.195620923140686,2.92688264901593,2.77623800081784
"740",740,"13.1.1.0067","HAPPY JACK RS","AZ",1,"13.1.1",34.75,-111.5,2302.75,201.527148578975,5.3059219859344,-1.27955569091286,17.8940438670342,19.1735993343353,7.41373890777351,2300.82542382864,2.02345154202718,0,1.51309753352371,0.834123715900178,0.0253554157827696,72,80,85,93,103,149,187,208,231,1.81553398058252,84,0.181167941175352,2.92588912336001,6.43316008244932
"741",741,"13.1.1.0070","HEBER (BLACK MESA) RS","AZ",1,"13.1.1",34.5,-110.5,2008.6,108.544210060727,4.68715755598627,0.273700013194601,20.71442718913,20.4407268777931,9.78520373885339,2015.28719948241,0.524942199523904,0.0392156862745098,0.443788444506233,0.227268665945354,0.146367288596357,22,25,27,30,34,56,77,92,107,2.26470588235294,43,0.271548694406896,3.54933155801218,6.23723611783561
"742",742,"13.1.1.0074","JEROME","AZ",1,"13.1.1",34.75,-112,1508.8,117.782796620457,4.76884222167719,5.72377471089749,25.7951918041198,20.0714165798862,15.2053287055117,1494.69349879367,0.129500940941617,0.29126213592233,0.169275213512803,0.127906853701672,0.25,10,12,13,16,19,42,66,84,110,3.47368421052632,47,0.0401101738255888,1.93623827806284,9.40915918524405
"743",743,"13.1.1.0075","JUNIPINE","AZ",1,"13.1.1",35,-111.75,1562.55,251.042067118335,5.52556074628837,3.52916392931878,23.2248083702565,19.6956450713164,12.5991360911203,1667.05800700878,0.45617163040327,0.0181818181818182,0.357873345467929,0.214668146121197,0.202329062248148,20,23,26,29,34,66,97,118,145,2.85294117647059,63,0.1225312210663,2.69386241374745,5.21890290817294
"744",744,"13.1.1.0076","LAKESIDE RS","AZ",1,"13.1.1",34.25,-110,2044,147.78184794289,4.99573718597097,0.579800141348331,20.450279477326,19.8704793927175,9.89003970097174,2041.00411203071,0.80293682876549,0,0.703499860186287,0.384746277724812,0.114109086508477,35,40,43,48,54,87,118,137,162,2.18518518518519,64,0.281111300041636,3.60226079741925,6.31927802562757
"745",745,"13.1.1.0078","MC NARY 2N","AZ",1,"13.1.1",34,-109.75,2237.2,199.772417955168,5.29717880841248,0.00575615782637529,19.0077962053198,19.0020400070145,8.83395478135505,2242.05664043895,0.986904441165839,0,0.870624761670412,0.418400047059601,0.0861081945688358,40,44,48,53,59,89,115,133,153,1.94915254237288,56,0.183873780388108,3.02776719787584,3.89957093377143
"746",746,"13.1.1.0079","MIAMI","AZ",1,"13.1.1",33.5,-110.75,1085.1,155.086482955029,5.04398291586906,7.37859199369165,28.364783740703,20.9861917866842,17.5135202321576,1087.12000100688,0,0.684210526315789,0.0831594829683424,0.0383637934791199,0.135423091038834,3,3,3,4,4,8,12,14,16,3,8,0.0456182353366148,2.11420192530003,11.24600711924
"747",747,"13.1.1.0083","NATURAL BRG","AZ",1,"13.1.1",34.25,-111.5,1404.5,226.398207827683,5.42229543034223,4.74764253787017,24.4581018168826,19.7104589287164,13.8873291724242,1499.09472042147,0.219217498977884,0.156626506024096,0.226714755419614,0.176266714025812,0.161463980645392,14,16,18,20,24,42,60,72,86,2.5,36,0.0282743941390186,2.04631489739524,10.0090818705503
"748",748,"13.1.1.0086","PINAL RCH","AZ",1,"13.1.1",33.25,-111,1378.9,228.112000264075,5.42983673756926,5.60884014243214,25.5188804667373,19.9100398512828,15.208880049209,1419.13199901163,0.221542151800571,0.180555555555556,0.212167090466074,0.130685708450724,0.0795678305439205,10,12,13,14,16,26,33,38,42,2.0625,17,0.0704828672096459,2.42746348369665,13.2329714825252
"749",749,"13.1.1.0087","PINEDALE","AZ",1,"13.1.1",34.25,-110.25,1983,108.91999792059,4.69061364871439,0.57999999077546,21.0200004771714,20.4400005460005,10.1400003569627,1989.99999776057,0.581123013954986,0,0.470953740367158,0.349492665610382,0.148504961500088,29,34,37,42,48,86,120,142,170,2.5,72,0.224219156081804,3.14357754356376,6.44580398611316
"750",750,"13.1.1.0089","PLEASANT VALLEY","AZ",1,"13.1.1",34,-111,1579.8,171.243642663405,5.14308735331985,3.3144629783158,22.8906923387814,19.576229662231,12.2603355696291,1581.09600071006,0.0904645120890438,0.375,0.142340766666297,0.0956694298979409,0.139688652790982,7,8,9,10,12,21,29,34,39,2.41666666666667,17,0.0330829136461547,2.04945229346916,8.44717043158016
"751",751,"13.1.1.0096","SEDONA","AZ",1,"13.1.1",35,-111.75,1286.3,154.110340957045,5.03766884557132,4.56027627750355,24.390980387978,19.8307043891304,13.7587140863846,1550.74945197086,0.0220858195774569,0.5,0.12211829735222,0.0724960856232466,0.25,5,6,7,8,10,23,34,42,55,3.4,24,0.1225312210663,2.69386241374745,5.21890290817294
"752",752,"13.1.1.0098","SHOW LOW","AZ",1,"13.1.1",34.25,-110,1954.55,103.214094029708,4.63680310369335,0.769719985345132,21.3649887231528,20.5952682716994,10.5081202014505,1951.493199216,0.353648640861153,0.0317460317460317,0.310382255050213,0.170993302627237,0.185721055798419,16,19,20,23,27,48,69,85,102,2.55555555555556,42,0.281111300041636,3.60226079741925,6.31927802562757
"753",753,"13.1.1.0099","SIERRA ANCHA","AZ",1,"13.1.1",33.75,-111,1554.5,234.93858277688,5.45932413010071,5.11828982632767,23.0688657289191,17.9505765938756,13.6634383067706,1669.1777326458,0.267937276969371,0.236842105263158,0.291811822623209,0.213301800100982,0.0799562341963707,16,18,19,22,25,39,50,58,67,2,25,0.0246076649708073,1.89966951610532,10.4532968151304
"754",754,"13.1.1.0103","SPRINGERVILLE","AZ",1,"13.1.1",34.25,-109.25,2133,39.9722409932842,3.68818523803381,0.046079995856317,19.7124801692233,19.6663996303165,9.343919801134,2132.28799932935,0.135286464185052,0.192771084337349,0.143734320438225,0.0873004417705013,0.190254290863838,8,9,10,11,13,25,34,42,50,2.61538461538462,21,0.231352131801737,3.39129603627355,5.32892730915864
"755",755,"13.1.1.0107","SUNSET CRATER NM","AZ",1,"13.1.1",35.25,-111.5,2127.5,114.497769128428,4.74055533920997,-1.19177918575961,19.3023305881242,20.4941099287529,8.25865406989461,2130.77926421037,0.691453426607443,0,0.557490398351308,0.296995461684412,0.168994395248798,29,33,36,40,46,82,114,137,166,2.47826086956522,68,0.19282261728902,3.13492399907254,4.96894246504939
"756",756,"13.1.1.0108","SUPERIOR","AZ",1,"13.1.1",33.25,-111,871.7,161.555437132892,5.08484834774187,9.7981570703054,29.6812737611097,19.8831167251366,19.5320209144265,942.604457985358,0,0.732394366197183,0.102505030499482,0.0554015402714885,0.117168790184394,3,4,4,5,6,11,15,17,20,2.5,9,0.0704828672096459,2.42746348369665,13.2329714825252
"757",757,"13.1.1.0114","WALNUT CANYON NM","AZ",1,"13.1.1",35.25,-111.5,2040.6,126.260711359949,4.83834890701159,-0.488657920540892,20.7246583760216,21.213316573807,9.37124469202463,2032.15945763028,0.592988298326372,0,0.50858903435321,0.234963302864899,0.19174957292477,24,28,30,34,39,71,103,125,152,2.64102564102564,64,0.19282261728902,3.13492399907254,4.96894246504939
"758",758,"13.1.1.0116","WALNUT GROVE","AZ",1,"13.1.1",34.25,-112.5,1147.3,148.981471847571,5.00382194819706,6.70281278516898,26.6965844014257,19.99377148526,15.9813587833858,1169.86528165869,0,0.77319587628866,0.123057720260275,0.0717666052437057,0.25,3,4,5,6,7,18,28,35,43,4,21,0.0591314317178942,2.03475466504795,10.7366868770051
"759",759,"13.1.1.0117","WHITERIVER 1 SW","AZ",1,"13.1.1",33.75,-110,1575.8,125.524118534883,4.83249791966853,3.74470527192932,23.6337316433624,19.8890265073889,13.1870781228539,1585.51622315376,0.216913047210406,0.0886075949367089,0.184995504420207,0.109968028582162,0.168806560735513,10,11,12,14,16,29,40,48,57,2.5,24,0.0982619639363711,2.62358436106774,6.87289894839381
"760",760,"13.1.1.0118","WILLIAMS","AZ",1,"13.1.1",35.25,-112.25,2105.9,175.080509585182,5.16524592290323,-0.0480838400606411,19.9186006603981,19.966683977521,9.104698582631,2097.02937286575,0.737219413000036,0,0.613320974377143,0.347966487747492,0.146594684229403,32,37,40,45,51,88,121,143,170,2.37254901960784,70,0.188358001243377,3.13706725040761,5.87630516081487
"761",761,"13.1.1.0121","YOUNG","AZ",1,"13.1.1",34,-111,1539.8,164.3504062096,5.1020007717202,3.47928000611812,23.0691596832988,19.5898801549715,12.4292002877682,1554.11600200007,0.198734083036949,0.282608695652174,0.195838580698242,0.107735307585285,0.119725664504822,9,10,11,12,14,24,31,36,41,2.21428571428571,17,0.0330829136461547,2.04945229346916,8.44717043158016
